,Re,Im
1485175879.396985,94.02573979484251,-131.71904805530207
1485929648.241206,91.78934572449043,-131.05999425918026
1486683417.085427,89.6155988762342,-130.37732292175184
1487437185.9296482,87.50295567088008,-129.67343082731804
1488190954.7738693,85.44986331433721,-128.950555000708
1488944723.6180904,83.45476677173461,-128.2107813453697
1489698492.4623115,81.51611486275857,-127.4560530306577
1490452261.3065326,79.63236556023858,-126.68817860043345
1491206030.1507537,77.80199056870262,-125.90883978238296
1491959798.9949749,76.02347925382077,-125.11959898397204
1492713567.839196,74.29534198843731,-124.32190646617624
1493467336.683417,72.61611297557572,-123.51710719065878
1494221105.5276382,70.98435260386421,-122.70644733977946
1494974874.3718593,69.39864938603883,-121.89108051188933
1495728643.2160804,67.85762152680527,-121.07207359680498
1496482412.0603015,66.35991816206658,-120.25041233840555
1497236180.9045227,64.90422030771641,-119.42700659278435
1497989949.7487438,63.48924155250892,-118.60269529161393
1498743718.592965,62.11372852620804,-117.77825112127047
1499497487.437186,60.77646117118118,-116.95438492885083
1500251256.281407,59.47625284262211,-116.13174986666084
1501005025.1256282,58.211950260242965,-115.31094528693454
1501758793.9698493,56.98243333163066,-114.49252039858732
1502512562.8140705,55.78661486558087,-113.67697769789001
1503266331.6582913,54.623440191501075,-112.86477618455429
1504020100.5025125,53.49188669943698,-112.05633437473585
1504773869.3467336,52.39096331350571,-111.25203312199477
1505527638.1909547,51.319709910107626,-110.45221825697894
1506281407.0351758,50.277196691037375,-109.65720305619934
1507035175.879397,49.26252352032157,-108.86727054988683
1507788944.723618,48.274819232680045,-108.0826756784129
1508542713.5678391,47.31324092042004,-107.30364730648466
1509296482.4120603,46.37697320483859,-106.53039010373666
1510050251.2562814,45.46522749733129,-105.76308629995884
1510804020.1005025,44.5772412548491,-105.00189732285507
1511557788.9447236,43.71227723358079,-104.24696532567405
1512311557.7889447,42.86962274435344,-103.498414611747
1513065326.6331658,42.04858891262283,-102.7563529625412
1513819095.477387,41.248509945595934,-102.0208728754553
1514572864.321608,40.46874240858428,-101.29205271718526
