,Re,Im
1400000000.0,5.108741272690558,102.74161668693138
1400753768.844221,5.208210346609825,103.78158922417462
1401507537.6884422,5.3106604200055045,104.842458168968
1402261306.5326633,5.416212638416809,105.92485843670035
1403015075.3768845,5.524994378128085,107.02945086866431
1403768844.2211056,5.6371396349810965,108.15692356575195
1404522613.0653267,5.752789441800132,109.30799330518383
1405276381.9095478,5.872092316853937,110.48340704626129
1406030150.753769,5.995204746012469,111.68394353174698
1406783919.59799,6.122291701541279,112.91041499203187
1407537688.4422112,6.253527200716768,114.1636689598302
1408291457.2864323,6.389094907836082,115.4445902038155
1409045226.1306534,6.529188783473813,116.75410279042822
1409798994.9748743,6.674013785295799,118.09317228372352
1410552763.8190954,6.823786625149133,119.46280809430971
1411306532.6633165,6.978736587661807,120.86406598907293
1412060301.5075376,7.139106416105513,122.29805077476517
1412814070.3517587,7.305153271937023,123.76591916957338
1413567839.1959798,7.477149775078274,125.26888287812378
1414321608.040201,7.655385132803318,126.8082118870023
1415075376.884422,7.840166365949898,128.38523799919392
1415829145.7286432,8.031819642162674,130.00135862801955
1416582914.5728643,8.230691726976687,131.65804087284525
1417336683.4170854,8.437151564763582,133.35682590126353
1418090452.2613065,8.651592003023268,135.09933366480612
1418844221.1055276,8.874431675021313,136.88726797808147
1419597989.9497488,9.106117057619485,138.72242199433498
1420351758.7939699,9.347124723147445,140.60668411368493
1421105527.638191,9.597963806512936,142.54204436453642
1421859296.482412,9.859178711340377,144.53060130237978
1422613065.3266332,10.131352081972238,146.57456947577936
1423366834.1708543,10.41510807154333,148.67628751400525
1424120603.0150754,10.711115940327815,150.83822689748945
1424874371.8592966,11.020094022967328,153.06300147886407
1425628140.7035177,11.342814108426296,155.35337783009575
1426381909.5477388,11.68010628239385,157.71228650016866
1427135678.39196,12.03286428871769,160.1428342774905
1427889447.236181,12.402051474360093,162.64831756260813
1428643216.080402,12.788707391456214,165.23223696947758
1429396984.924623,13.193955140718018,167.89831328807583
1430150753.7688441,13.619009552685952,170.65050495762512
