,Re,Im
100000000.0,-0.023477263928459502,19.120902994964354
159595959.5959596,-0.026998086067290705,12.662685843563168
219191919.1919192,-0.028457477056092362,9.962223987861137
278787878.78787875,-0.028398921637200703,8.623117175116363
338383838.3838384,-0.027057092713114628,7.94123930896356
397979797.97979796,-0.024526760016953197,7.638424313037348
457575757.57575756,-0.020816495855648043,7.585959229339068
517171717.17171717,-0.015865816298050284,7.7195682186172405
576767676.7676768,-0.009545112292318692,8.007513366961447
636363636.3636364,-0.0016430780901979247,8.437173449189302
695959595.9595959,0.008159579784663862,9.00929261095331
755555555.5555556,0.020336063572930385,9.736074483809105
815151515.1515151,0.035591626251208375,10.641808766292975
874747474.7474748,0.05499899900238869,11.765917084154964
934343434.3434343,0.08024234794271745,13.169264630134549
993939393.939394,0.11408061820450488,14.94596878877298
1053535353.5353535,0.16128879783560013,17.245759453939087
1113131313.131313,0.23073998177919108,20.31876777419172
1172727272.7272727,0.340546959994791,24.613395442747446
1232323232.3232324,0.5327866231112832,31.017902531284015
1291919191.9191918,0.9256248751329004,41.57073978779685
1351515151.5151515,1.9716303324539126,62.205395567316984
1411111111.1111112,6.938053977980999,120.4976798223087
1470707070.7070708,687.3296347500019,1046.1586757076782
1530303030.3030303,8.656011808675828,-147.27174812306419
1589898989.89899,1.796278667353306,-71.12779411795637
1649494949.4949496,0.692139767455096,-47.149655683759946
1709090909.090909,0.3359855133370786,-35.388190032682914
1768686868.6868687,0.1827729915921381,-28.38013982999758
1828282828.2828283,0.10580351756932416,-23.707226925457775
1887878787.878788,0.06342318709801376,-20.34811086351443
1947474747.4747474,0.03878265022090943,-17.794666250264914
2007070707.070707,0.024016983818111015,-15.7619236381328
2066666666.6666667,0.015002394427632737,-14.07110737606401
2126262626.2626262,0.009270204788331071,-12.590455188518828
2185858585.858586,0.004906129085046729,-11.183105956815194
2245454545.4545455,-0.0009529555460972006,-9.548780371564401
2305050505.050505,4.000963321812385,-6.122538689552574
2364646464.646465,3.7771803174455414,-10.022745473326637
2424242424.2424245,2.5698167792166453,-10.3421407070804
2483838383.8383837,1.7540839729525226,-9.971973728623961
2543434343.4343433,1.2065952998788472,-9.40621779049927
2603030303.030303,0.8319595429132032,-8.784651515432365
2662626262.6262627,0.5731614258947606,-8.154581058348239
2722222222.2222223,0.39570231926771404,-7.532050056839125
2781818181.818182,0.27805784653518184,-6.9208723103478995
2841414141.4141417,0.20650423949532293,-6.319607872734377
2901010101.010101,0.1722645864221295,-5.724377318947106
2960606060.6060605,0.1698930982261615,-5.130039929595096
3020202020.20202,0.19635350782619065,-4.530660491633938
3079797979.79798,0.25051525145760145,-3.9196355768668205
3139393939.3939395,0.3329279444493889,-3.289635564591382
3198989898.989899,0.44581084690418105,-2.6324270712546127
3258585858.585859,0.5932436798585266,-1.9385973163535706
3318181818.181818,0.7815870270421876,-1.197179266533638
3377777777.7777777,1.0202082259384926,-0.39516350819259394
3437373737.3737373,1.3226569170547964,0.4831225437878244
3496969696.969697,1.7085455597937473,1.4567798426030127
3556565656.5656567,2.206583356090894,2.5492187398104096
3616161616.1616163,2.85955964013326,3.7889995961472773
3675757575.757576,3.7327092549371548,5.210113529915754
3735353535.353535,4.92805102032486,6.850179053129684
3794949494.949495,6.60927896674829,8.742249651206828
3854545454.5454545,9.044452779344171,10.888181149620896
3914141414.141414,12.673052496466116,13.180190177311944
3973737373.737374,18.17472247717985,15.183817321110027
4033333333.3333335,26.34483176863236,15.612600687282793
4092929292.929293,36.98451019831525,11.57077347558981
4152525252.5252523,45.89509898847499,-0.16221809103180007
4212121212.121212,45.668910000401624,-16.299787881514536
4271717171.7171717,36.79535296440685,-27.530159236714653
4331313131.313131,26.630964603099056,-31.390827903003043
4390909090.909091,18.860045786482285,-31.122902950304244
4450505050.505051,13.573347146473134,-29.379975269872943
4510101010.10101,10.035011394013173,-27.333815796471495
4569696969.69697,7.624341629485867,-25.391949113454782
4629292929.29293,5.936198854633098,-23.66443349081323
4688888888.888889,4.719941155027497,-22.157654620726206
4748484848.484849,3.820128589176038,-20.845986983072244
4808080808.080808,3.138294380326311,-19.696926849101256
4867676767.676767,2.6103080306835107,-18.67909118756151
4927272727.272727,2.1930955502505416,-17.763819184940445
4986868686.868687,1.856672339951543,-16.924030586555663
5046464646.464646,1.579077681292799,-16.13086820697291
5106060606.060606,1.3425810471234705,-15.345565981928264
5165656565.656566,1.1290911623292619,-14.49329759104473
5225252525.252525,0.9059288465053879,-13.318158327199678
5284848484.848485,3.68550465703996,-11.114483762297013
5344444444.444445,4.207762095623599,-13.39311459568999
5404040404.040404,3.5902002964544986,-14.157874179593083
5463636363.636364,2.9184856349288033,-14.32023963148361
5523232323.232324,2.3349507986642686,-14.185888844808947
5582828282.828283,1.8587864572721589,-13.892341939886265
5642424242.424242,1.482391225142475,-13.509612852473143
5702020202.020202,1.192949990196395,-13.075575805856289
5761616161.616161,0.9782779502536117,-12.611195650030426
5821212121.212121,0.8283655821675006,-12.127929566297686
5880808080.808081,0.735628043308327,-11.631618346635832
5940404040.40404,0.6947876860047608,-11.124646160703657
6000000000.0,0.7027035001907418,-10.607188263897413
