           x [cm]           y [cm]           z [cm]       ExRe [V/m]       ExIm [V/m]       EyRe [V/m]       EyIm [V/m]       EzRe [V/m]       EzIm [V/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
               -5               -5                0        714.21594                0         714.4469                0        -20542002                0
             -4.9               -5                0        1090.8025                0        334.80969                0        -21045908                0
             -4.8               -5                0        682.01093                0       -6.1150808                0        -21542958                0
             -4.7               -5                0        40.995987                0       -80.372673                0        -22033028                0
             -4.6               -5                0       -228.75562                0       -12.625746                0        -22519096                0
             -4.5               -5                0       -1196.4022                0        -79.36216                0        -23000076                0
             -4.4               -5                0       -395.55725                0        472.64624                0        -23474054                0
             -4.3               -5                0        1092.9012                0        1146.3654                0        -23936176                0
             -4.2               -5                0        914.03015                0        1217.8958                0        -24391088                0
             -4.1               -5                0       -421.81012                0        569.08386                0        -24838496                0
               -4               -5                0       -802.33136                0        114.30159                0        -25281504                0
             -3.9               -5                0       -181.41621                0       -75.264694                0        -25717190                0
             -3.8               -5                0        197.47922                0       -425.87646                0        -26140806                0
             -3.7               -5                0        164.96678                0       -344.66772                0        -26554784                0
             -3.6               -5                0         -395.707                0       -553.75739                0        -26959612                0
             -3.5               -5                0       -606.80798                0       -913.03723                0        -27357728                0
             -3.4               -5                0       -597.36011                0       -593.09229                0        -27746912                0
             -3.3               -5                0          62.4048                0       -197.21559                0        -28130078                0
             -3.2               -5                0        539.13708                0         168.8761                0        -28500608                0
             -3.1               -5                0        546.62555                0        304.60785                0        -28860288                0
               -3               -5                0        417.96973                0        215.73833                0        -29212658                0
             -2.9               -5                0        153.16989                0        -97.73172                0        -29557722                0
             -2.8               -5                0       -58.399765                0       -340.99118                0        -29892056                0
             -2.7               -5                0        181.18462                0        106.62375                0        -30207944                0
             -2.6               -5                0        289.94415                0        339.83176                0        -30515580                0
             -2.5               -5                0        267.87836                0        358.63196                0        -30814972                0
             -2.4               -5                0        114.98769                0        163.02509                0        -31106104                0
             -2.3               -5                0        253.48785                0        73.757629                0        -31386336                0
             -2.2               -5                0        976.94275                0        83.977539                0        -31654954                0
             -2.1               -5                0        2027.9109                0       -71.057983                0        -31913930                0
               -2               -5                0         3406.387                0       -391.34766                0        -32163260                0
             -1.9               -5                0        5112.3755                0       -876.89301                0        -32402950                0
             -1.8               -5                0        3276.4021                0        -710.3009                0        -32622630                0
             -1.7               -5                0        1357.9321                0       -443.44995                0        -32830326                0
             -1.6               -5                0        185.58203                0       -234.75122                0        -33028132                0
             -1.5               -5                0       -240.64514                0       -84.205505                0        -33216048                0
             -1.4               -5                0        1.1286545                0       -6.7434235                0        -33393614                0
             -1.3               -5                0         142.8053                0       -60.296631                0        -33557928                0
             -1.2               -5                0        520.50061                0       -111.13367                0        -33712264                0
             -1.1               -5                0        1134.2152                0       -159.25464                0        -33856624                0
               -1               -5                0        1983.9493                0       -204.65973                0        -33991004                0
             -0.9               -5                0        2010.3116                0       -174.27103                0        -34108592                0
             -0.8               -5                0        699.97119                0       -68.194244                0        -34206960                0
             -0.7               -5                0       -486.15839                0       -1.8911743                0        -34295840                0
             -0.6               -5                0        -1548.076                0        24.638046                0        -34375236                0
             -0.5               -5                0       -2485.7834                0        11.393387                0        -34445148                0
             -0.4               -5                0       -2145.7937                0        611.00342                0        -34500628                0
             -0.3               -5                0       -1222.1919                0        961.04346                0        -34543432                0
             -0.2               -5                0       -194.91391                0        709.50024                0        -34575408                0
             -0.1               -5                0        936.04041                0       -143.62653                0        -34596560                0
                0               -5                0       -2170.6709                0       -1598.3362                0        -34606896                0
              0.1               -5                0       -936.04041                0       -143.62653                0        -34596560                0
              0.2               -5                0        194.91391                0        709.50024                0        -34575408                0
              0.3               -5                0        1222.1919                0        961.04346                0        -34543432                0
              0.4               -5                0        2145.7937                0        611.00342                0        -34500628                0
              0.5               -5                0        2485.7834                0        11.393387                0        -34445148                0
              0.6               -5                0         1548.076                0        24.638046                0        -34375236                0
              0.7               -5                0        486.15839                0       -1.8911743                0        -34295840                0
              0.8               -5                0       -699.97119                0       -68.194244                0        -34206960                0
              0.9               -5                0       -2010.3116                0       -174.27103                0        -34108592                0
                1               -5                0       -1983.9493                0       -204.65973                0        -33991004                0
              1.1               -5                0       -1134.2152                0       -159.25464                0        -33856624                0
              1.2               -5                0       -520.50061                0       -111.13367                0        -33712264                0
              1.3               -5                0        -142.8053                0       -60.296631                0        -33557928                0
              1.4               -5                0       -1.1286545                0       -6.7434235                0        -33393614                0
              1.5               -5                0        240.64514                0       -84.205505                0        -33216048                0
              1.6               -5                0       -185.58203                0       -234.75122                0        -33028132                0
              1.7               -5                0       -1357.9321                0       -443.44995                0        -32830326                0
              1.8               -5                0       -3276.4021                0        -710.3009                0        -32622630                0
              1.9               -5                0       -5112.3755                0       -876.89301                0        -32402950                0
                2               -5                0        -3406.387                0       -391.34766                0        -32163260                0
              2.1               -5                0       -2027.9109                0       -71.057983                0        -31913930                0
              2.2               -5                0       -976.94275                0        83.977539                0        -31654954                0
              2.3               -5                0       -253.48785                0        73.757629                0        -31386336                0
              2.4               -5                0       -114.98769                0        163.02509                0        -31106104                0
              2.5               -5                0       -267.87836                0        358.63196                0        -30814972                0
              2.6               -5                0       -289.94415                0        339.83176                0        -30515580                0
              2.7               -5                0       -181.18462                0        106.62375                0        -30207944                0
              2.8               -5                0        58.399765                0       -340.99118                0        -29892056                0
              2.9               -5                0       -153.16989                0        -97.73172                0        -29557722                0
                3               -5                0       -417.96973                0        215.73833                0        -29212658                0
              3.1               -5                0       -546.62555                0        304.60785                0        -28860288                0
              3.2               -5                0       -539.13708                0         168.8761                0        -28500608                0
              3.3               -5                0         -62.4048                0       -197.21559                0        -28130078                0
              3.4               -5                0        597.36011                0       -593.09229                0        -27746912                0
              3.5               -5                0        606.80798                0       -913.03723                0        -27357728                0
              3.6               -5                0          395.707                0       -553.75739                0        -26959612                0
              3.7               -5                0       -164.96678                0       -344.66772                0        -26554784                0
              3.8               -5                0       -197.47922                0       -425.87646                0        -26140806                0
              3.9               -5                0        181.41621                0       -75.264694                0        -25717190                0
                4               -5                0        802.33136                0        114.30159                0        -25281504                0
              4.1               -5                0        421.81012                0        569.08386                0        -24838496                0
              4.2               -5                0       -914.03015                0        1217.8958                0        -24391088                0
              4.3               -5                0       -1092.9012                0        1146.3654                0        -23936176                0
              4.4               -5                0        395.55725                0        472.64624                0        -23474054                0
              4.5               -5                0        1196.4022                0        -79.36216                0        -23000076                0
              4.6               -5                0        228.75562                0       -12.625746                0        -22519096                0
              4.7               -5                0       -40.995987                0       -80.372673                0        -22033028                0
              4.8               -5                0       -682.01093                0       -6.1150808                0        -21542958                0
              4.9               -5                0       -1090.8025                0        334.80969                0        -21045908                0
                5               -5                0       -714.21594                0         714.4469                0        -20542002                0
               -5             -4.9                0       -680.75903                0        358.54025                0        -21046960                0
             -4.9             -4.9                0        160.12582                0        189.58963                0        -21554482                0
             -4.8             -4.9                0        218.09424                0        52.521843                0        -22055206                0
             -4.7             -4.9                0       -507.11847                0       -163.40982                0        -22548920                0
             -4.6             -4.9                0       -1076.7028                0        -330.3447                0        -23037920                0
             -4.5             -4.9                0       -1247.7861                0       -346.66193                0        -23522936                0
             -4.4             -4.9                0       -1068.9758                0       -223.70607                0        -24003906                0
             -4.3             -4.9                0        761.49658                0         696.1272                0        -24467856                0
             -4.2             -4.9                0        1500.6288                0        1047.3792                0        -24924382                0
             -4.1             -4.9                0        1051.2485                0        724.71393                0        -25375410                0
               -4             -4.9                0        8.8030348                0        37.672646                0        -25821020                0
             -3.9             -4.9                0        301.61481                0        -68.70504                0        -26259558                0
             -3.8             -4.9                0        745.19226                0       -243.74673                0        -26689752                0
             -3.7             -4.9                0        1339.5338                0       -487.45169                0        -27111600                0
             -3.6             -4.9                0        1008.7076                0       -798.51514                0        -27521234                0
             -3.5             -4.9                0        28.997894                0       -659.88318                0        -27918728                0
             -3.4             -4.9                0       -305.47223                0       -442.04742                0        -28310170                0
             -3.3             -4.9                0        10.374115                0       -148.28024                0        -28695596                0
             -3.2             -4.9                0        471.31317                0        311.62704                0        -29068860                0
             -3.1             -4.9                0        625.72809                0        663.50977                0        -29431126                0
               -3             -4.9                0        643.99829                0        790.79059                0        -29786086                0
             -2.9             -4.9                0        143.24539                0        394.35977                0        -30132396                0
             -2.8             -4.9                0       -538.84326                0       -216.09424                0        -30468372                0
             -2.7             -4.9                0       -7.2708435                0       -375.67603                0        -30790606                0
             -2.6             -4.9                0        316.06647                0         -310.298                0        -31102076                0
             -2.5             -4.9                0        355.83966                0         -174.599                0        -31403332                0
             -2.4             -4.9                0        264.78796                0       -253.30692                0        -31696336                0
             -2.3             -4.9                0        369.15869                0        288.07935                0        -31978250                0
             -2.2             -4.9                0        975.87122                0        1371.2107                0        -32248390                0
             -2.1             -4.9                0        1910.0964                0        2289.0889                0        -32508888                0
               -2             -4.9                0        2575.3828                0         1930.936                0        -32758016                0
             -1.9             -4.9                0        2773.4131                0       -45.843414                0        -32996122                0
             -1.8             -4.9                0        2502.6113                0       -2065.1812                0        -33221510                0
             -1.7             -4.9                0        2345.4861                0       -3603.3965                0        -33435292                0
             -1.6             -4.9                0        1093.9775                0       -2328.3237                0        -33634064                0
             -1.5             -4.9                0        588.59241                0       -1111.4031                0        -33822944                0
             -1.4             -4.9                0         752.1554                0        30.971725                0        -34001480                0
             -1.3             -4.9                0        822.40552                0        1031.8584                0        -34166744                0
             -1.2             -4.9                0        1128.6743                0        2035.4602                0        -34322036                0
             -1.1             -4.9                0        1446.8551                0        2741.0986                0        -34466956                0
               -1             -4.9                0        339.35846                0        976.84406                0        -34598544                0
             -0.9             -4.9                0       -19.132406                0        61.964294                0        -34716680                0
             -0.8             -4.9                0         244.9953                0        208.87714                0        -34820372                0
             -0.7             -4.9                0       -296.55634                0        146.66537                0        -34910784                0
             -0.6             -4.9                0       -1096.3961                0        37.611786                0        -34990312                0
             -0.5             -4.9                0        -1772.025                0       -111.21582                0        -35060360                0
             -0.4             -4.9                0         -1458.02                0        360.83948                0        -35115792                0
             -0.3             -4.9                0       -679.50769                0        586.64417                0        -35158476                0
             -0.2             -4.9                0        202.68124                0        210.86523                0        -35190336                0
             -0.1             -4.9                0        1445.6082                0       -290.66541                0        -35210336                0
                0             -4.9                0       -3292.2434                0       -826.16528                0        -35219568                0
              0.1             -4.9                0       -1445.6082                0       -290.66541                0        -35210336                0
              0.2             -4.9                0       -202.68124                0        210.86523                0        -35190336                0
              0.3             -4.9                0        679.50769                0        586.64417                0        -35158476                0
              0.4             -4.9                0          1458.02                0        360.83948                0        -35115792                0
              0.5             -4.9                0         1772.025                0       -111.21582                0        -35060360                0
              0.6             -4.9                0        1096.3961                0        37.611786                0        -34990312                0
              0.7             -4.9                0        296.55634                0        146.66537                0        -34910784                0
              0.8             -4.9                0        -244.9953                0        208.87714                0        -34820372                0
              0.9             -4.9                0        19.132406                0        61.964294                0        -34716680                0
                1             -4.9                0       -339.35846                0        976.84406                0        -34598544                0
