           x [cm]           y [cm]           z [cm]       ExRe [V/m]       ExIm [V/m]       EyRe [V/m]       EyIm [V/m]       EzRe [V/m]       EzIm [V/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
                0                0                0       -63276.887                0        63276.887                0       -109398.38                0
                0                0             0.02        -46857.59                0        43101.168                0       -94842.898                0
                0                0             0.04       -31950.859                0        24520.658                0       -80920.734                0
                0                0             0.06       -18556.682                0        7535.3457                0       -67631.867                0
                0                0             0.08       -6675.0684                0        -7854.752                0       -54976.305                0
                0                0              0.1        3693.9883                0       -21649.646                0       -42954.055                0
                0                0             0.12        12550.484                0       -33849.336                0       -31565.104                0
                0                0             0.14        19894.422                0       -44453.812                0       -20809.467                0
                0                0             0.16        25725.797                0        -53463.09                0       -10687.131                0
                0                0             0.18        30044.617                0       -60877.164                0       -1198.0918                0
                0                0              0.2        32850.875                0       -66696.016                0        7657.6289                0
                0                0             0.22        34144.574                0       -70919.672                0         15880.05                0
                0                0             0.24        33925.711                0       -73548.125                0        23469.172                0
                0                0             0.26        32194.291                0       -74581.375                0        30424.975                0
                0                0             0.28        28950.311                0       -74019.406                0        36747.484                0
                0                0              0.3        24193.768                0       -71862.234                0        42436.684                0
                0                0             0.32        17924.672                0       -68109.867                0        47492.574                0
                0                0             0.34        10143.023                0       -62762.289                0         51915.16                0
                0                0             0.36        848.78516                0       -55819.488                0        55704.453                0
                0                0             0.38       -9957.9824                0       -47281.504                0         58860.43                0
                0                0              0.4       -22277.326                0       -37148.297                0        61383.102                0
                0                0             0.42       -36109.234                0       -25419.883                0        63272.469                0
                0                0             0.44        -51453.68                0       -12096.281                0        64528.535                0
                0                0             0.46       -68310.734                0        2822.5703                0        65151.289                0
                0                0             0.48       -86680.289                0        19336.582                0        65140.738                0
                0                0              0.5       -106562.41                0        37445.797                0        64496.887                0
                0                0             0.52       -116767.16                0        53549.207                0        52936.078                0
                0                0             0.54        -125766.3                0        68185.844                0        42120.125                0
                0                0             0.56       -133559.88                0        81355.758                0        32048.994                0
                0                0             0.58       -140147.81                0        93058.852                0        22722.746                0
                0                0              0.6       -145530.16                0         103295.2                0        14141.342                0
                0                0             0.62       -149706.89                0        112064.77                0         6304.791                0
                0                0             0.64       -152678.03                0        119367.55                0       -786.89453                0
                0                0             0.66       -154443.55                0        125203.59                0       -7133.7451                0
                0                0             0.68       -155003.48                0        129572.85                0       -12735.723                0
                0                0              0.7       -154357.78                0        132475.33                0       -17592.848                0
                0                0             0.72        -152506.5                0        133911.05                0       -21705.131                0
                0                0             0.74       -149449.61                0        133879.98                0       -25072.547                0
                0                0             0.76       -145187.11                0        132382.16                0       -27695.109                0
                0                0             0.78       -139719.03                0        129417.55                0       -29572.818                0
                0                0              0.8       -133045.31                0        124986.16                0       -30705.678                0
                0                0             0.82       -125166.01                0        119088.02                0        -31093.68                0
                0                0             0.84        -116081.1                0        111723.11                0        -30736.83                0
                0                0             0.86       -105790.55                0        102891.41                0       -29635.121                0
                0                0             0.88       -94294.438                0        92592.961                0       -27788.562                0
                0                0              0.9       -81592.727                0        80827.734                0        -25197.15                0
                0                0             0.92       -67685.367                0        67595.711                0       -21860.875                0
                0                0             0.94       -52572.445                0        52896.953                0       -17779.754                0
                0                0             0.96       -36253.918                0        36731.422                0       -12953.781                0
                0                0             0.98       -18729.734                0        19099.072                0       -7382.9385                0
                0                0                1                0                0                0                0       -1067.2562                0
