           x [cm]           y [cm]           z [cm]       HxRe [A/m]       HxIm [A/m]       HyRe [A/m]       HyIm [A/m]       HzRe [A/m]       HzIm [A/m]
              1.3               -5                1                0        56232.609                0        14550.744                0        -3.096015
              1.4               -5                1                0        57366.125                0        15850.302                0      -0.59700847
              1.5               -5                1                0        58795.578                0        17557.531                0       -4.4734688
              1.6               -5                1                0        60318.141                0        19334.389                0        -6.188098
              1.7               -5                1                0        61904.301                0        21125.314                0       -4.2991571
              1.8               -5                1                0        63554.059                0        22930.303                0        1.1933517
              1.9               -5                1                0        65132.199                0        24729.865                0        8.7837582
                2               -5                1                0        66086.375                0        26446.926                0        9.6093359
              2.1               -5                1                0        67056.609                0        28175.578                0         8.873641
              2.2               -5                1                0        68042.922                0        29915.828                0        6.5766473
              2.3               -5                1                0        69045.305                0        31667.668                0        2.7183688
              2.4               -5                1                0        70088.062                0        33548.875                0        0.5093081
              2.5               -5                1                0        71165.523                0        35574.488                0        1.5496757
              2.6               -5                1                0        72245.953                0        37606.246                0        2.5072041
              2.7               -5                1                0        73329.352                0        39644.145                0        3.3818951
              2.8               -5                1                0        74415.703                0        41688.184                0        4.1737461
              2.9               -5                1                0        74686.852                0        43322.422                0        2.8077006
                3               -5                1                0         74682.18                0        44809.648                0      -0.46983862
              3.1               -5                1                0        74665.125                0        46282.188                0       -5.1472254
              3.2               -5                1                0        74635.703                0        47740.062                0       -11.224478
              3.3               -5                1                0        74600.516                0        49210.816                0       -15.715343
              3.4               -5                1                0        74568.656                0        50734.559                0       -9.4945087
              3.5               -5                1                0         74524.82                0        52248.688                0        3.2349465
              3.6               -5                1                0        73771.094                0        53164.199                0        13.311409
              3.7               -5                1                0        72684.211                0        53779.812                0        14.521373
              3.8               -5                1                0         71600.82                0        54330.715                0        6.6146197
              3.9               -5                1                0        70389.133                0        54823.477                0        9.5428114
                4               -5                1                0        69080.391                0        55273.172                0        19.078545
              4.1               -5                1                0        67862.656                0        55699.293                0        24.123425
              4.2               -5                1                0        66687.734                0        56038.109                0        9.9439335
              4.3               -5                1                0        64875.023                0        55811.941                0       -10.944005
              4.4               -5                1                0        62328.328                0        54935.277                0        -22.57865
              4.5               -5                1                0        59854.812                0        53835.156                0       -11.837536
              4.6               -5                1                0        57399.219                0        52624.809                0       -2.1038718
              4.7               -5                1                0        54778.125                0        51429.023                0        2.7111971
              4.8               -5                1                0        52163.297                0         50227.73                0       -7.0493679
              4.9               -5                1                0        49603.641                0        48656.016                0       -11.160984
                5               -5                1                0        47009.227                0        47021.695                0       -9.6039848
               -5             -4.9                1                0        48655.734                0       -49614.266                0        3.9259105
             -4.9             -4.9                1                0        51207.488                0       -51200.254                0        6.3408084
             -4.8             -4.9                1                0        53721.781                0       -52737.191                0        3.5110898
             -4.7             -4.9                1                0        56246.984                0       -54023.938                0       -5.0183263
             -4.6             -4.9                1                0         58805.43                0       -55155.367                0       -3.2696464
             -4.5             -4.9                1                0        61372.992                0       -56280.531                0        13.169609
             -4.4             -4.9                1                0        63934.211                0       -57399.879                0        43.142387
             -4.3             -4.9                1                0        65561.812                0       -57530.641                0        24.291842
             -4.2             -4.9                1                0        66785.312                0       -57256.289                0        4.6571021
             -4.1             -4.9                1                0        67926.688                0        -56887.27                0       -6.3335333
               -4             -4.9                1                0        68998.102                0       -56422.645                0       -8.4930325
             -3.9             -4.9                1                0         70161.25                0       -55899.969                0       -8.5157499
             -3.8             -4.9                1                0        71344.836                0       -55365.992                0       -15.106637
             -3.7             -4.9                1                0        72548.844                0       -54820.715                0       -28.265665
             -3.6             -4.9                1                0         73302.57                0       -53886.621                0       -30.733891
             -3.5             -4.9                1                0        73266.586                0       -52344.008                0       -9.7827616
             -3.4             -4.9                1                0        73218.617                0       -50791.773                0        4.6597457
             -3.3             -4.9                1                0         73158.68                0       -49229.918                0        12.593635
             -3.2             -4.9                1                0        73110.102                0       -47718.379                0        10.253773
             -3.1             -4.9                1                0        73059.047                0       -46218.215                0        6.5497112
               -3             -4.9                1                0        72995.617                0       -44703.375                0        4.2455077
             -2.9             -4.9                1                0        72194.703                0       -42707.789                0     -0.028949738
             -2.8             -4.9                1                0        71079.352                0       -40566.637                0       -5.5590448
             -2.7             -4.9                1                0        69883.281                0       -38586.781                0        -2.659596
             -2.6             -4.9                1                0        68703.852                0       -36565.285                0        0.2304616
             -2.5             -4.9                1                0        67543.688                0       -34504.188                0        1.6463146
             -2.4             -4.9                1                0        66386.484                0       -32449.227                0        3.1450067
             -2.3             -4.9                1                0         65275.48                0       -30555.129                0       -3.9300575
             -2.2             -4.9                1                0         64214.73                0       -28804.553                0       -17.237698
             -2.1             -4.9                1                0        63170.055                0       -27065.568                0       -28.984066
               -2             -4.9                1                0        61631.652                0       -25112.723                0       -25.230989
             -1.9             -4.9                1                0        59653.117                0       -22977.623                0       -7.2125297
             -1.8             -4.9                1                0        57850.035                0       -21276.576                0        13.705932
             -1.7             -4.9                1                0        56135.305                0       -19653.354                0         30.64274
             -1.6             -4.9                1                0        54511.078                0       -17903.926                0        23.040096
             -1.5             -4.9                1                0        52950.449                0       -16168.561                0        11.833875
             -1.4             -4.9                1                0        51482.578                0        -14505.79                0       -1.5215576
             -1.3             -4.9                1                0        50308.078                0        -13271.91                0        -8.411108
             -1.2             -4.9                1                0        49234.262                0       -12043.811                0       -19.536198
             -1.1             -4.9                1                0        48179.836                0       -10802.804                0       -31.387495
               -1             -4.9                1                0        46569.438                0       -9421.3848                0       -19.009035
             -0.9             -4.9                1                0        45209.375                0       -8234.2617                0        -11.17897
             -0.8             -4.9                1                0        44168.355                0        -7314.709                0       -5.8849816
             -0.7             -4.9                1                0        43111.883                0       -6283.5215                0   -0.00030934811
             -0.6             -4.9                1                0        42122.766                0       -5218.0264                0       -1.2338247
             -0.5             -4.9                1                0        41253.727                0       -4167.6421                0       -11.384707
             -0.4             -4.9                1                0        40789.266                0       -3260.7498                0       -17.563139
             -0.3             -4.9                1                0        40564.762                0       -2424.9431                0       -10.060663
             -0.2             -4.9                1                0        40462.965                0        -1607.635                0        8.7515898
             -0.1             -4.9                1                0        40170.418                0       -816.65161                0         33.24715
                0             -4.9                1                0        39865.609                0        53.920376                0       -62.460052
              0.1             -4.9                1                0        40170.418                0        816.65161                0        -33.24715
              0.2             -4.9                1                0        40462.965                0         1607.635                0       -8.7515898
              0.3             -4.9                1                0        40564.762                0        2424.9431                0        10.060663
              0.4             -4.9                1                0        40789.266                0        3260.7498                0        17.563139
              0.5             -4.9                1                0        41253.727                0        4167.6421                0        11.384707
              0.6             -4.9                1                0        42122.766                0        5218.0264                0        1.2338247
              0.7             -4.9                1                0        43111.883                0        6283.5215                0    0.00030934811
              0.8             -4.9                1                0        44168.355                0         7314.709                0        5.8849816
              0.9             -4.9                1                0        45209.375                0        8234.2617                0         11.17897
                1             -4.9                1                0        46569.438                0        9421.3848                0        19.009035
              1.1             -4.9                1                0        48179.836                0        10802.804                0        31.387495
              1.2             -4.9                1                0        49234.262                0        12043.811                0        19.536198
              1.3             -4.9                1                0        50308.078                0         13271.91                0         8.411108
              1.4             -4.9                1                0        51482.578                0         14505.79                0        1.5215576
              1.5             -4.9                1                0        52950.449                0        16168.561                0       -11.833875
              1.6             -4.9                1                0        54511.078                0        17903.926                0       -23.040096
              1.7             -4.9                1                0        56135.305                0        19653.354                0        -30.64274
              1.8             -4.9                1                0        57850.035                0        21276.576                0       -13.705932
              1.9             -4.9                1                0        59653.117                0        22977.623                0        7.2125297
                2             -4.9                1                0        61631.652                0        25112.723                0        25.230989
              2.1             -4.9                1                0        63170.055                0        27065.568                0        28.984066
              2.2             -4.9                1                0         64214.73                0        28804.553                0        17.237698
              2.3             -4.9                1                0         65275.48                0        30555.129                0        3.9300575
              2.4             -4.9                1                0        66386.484                0        32449.227                0       -3.1450067
              2.5             -4.9                1                0        67543.688                0        34504.188                0       -1.6463146
              2.6             -4.9                1                0        68703.852                0        36565.285                0       -0.2304616
              2.7             -4.9                1                0        69883.281                0        38586.781                0         2.659596
              2.8             -4.9                1                0        71079.352                0        40566.637                0        5.5590448
              2.9             -4.9                1                0        72194.703                0        42707.789                0      0.028949738
                3             -4.9                1                0        72995.617                0        44703.375                0       -4.2455077
              3.1             -4.9                1                0        73059.047                0        46218.215                0       -6.5497112
              3.2             -4.9                1                0        73110.102                0        47718.379                0       -10.253773
              3.3             -4.9                1                0         73158.68                0        49229.918                0       -12.593635
              3.4             -4.9                1                0        73218.617                0        50791.773                0       -4.6597457
              3.5             -4.9                1                0        73266.586                0        52344.008                0        9.7827616
              3.6             -4.9                1                0         73302.57                0        53886.621                0        30.733891
              3.7             -4.9                1                0        72548.844                0        54820.715                0        28.265665
              3.8             -4.9                1                0        71344.836                0        55365.992                0        15.106637
              3.9             -4.9                1                0         70161.25                0        55899.969                0        8.5157499
                4             -4.9                1                0        68998.102                0        56422.645                0        8.4930325
              4.1             -4.9                1                0        67926.688                0         56887.27                0        6.3335333
              4.2             -4.9                1                0        66785.312                0        57256.289                0       -4.6571021
              4.3             -4.9                1                0        65561.812                0        57530.641                0       -24.291842
              4.4             -4.9                1                0        63934.211                0        57399.879                0       -43.142387
              4.5             -4.9                1                0        61372.992                0        56280.531                0       -13.169609
              4.6             -4.9                1                0         58805.43                0        55155.367                0        3.2696464
              4.7             -4.9                1                0        56246.984                0        54023.938                0        5.0183263
              4.8             -4.9                1                0        53721.781                0        52737.191                0       -3.5110898
              4.9             -4.9                1                0        51207.488                0        51200.254                0       -6.3408084
                5             -4.9                1                0        48655.734                0        49614.266                0       -3.9259105
               -5             -4.8                1                0        50232.309                0       -52192.059                0       -3.1214786
             -4.9             -4.8                1                0        52752.852                0       -53727.328                0      -0.40622342
             -4.8             -4.8                1                0        55224.488                0       -55215.934                0       -2.3780427
             -4.7             -4.8                1                0        57668.457                0       -56606.781                0       -9.6419916
             -4.6             -4.8                1                0         60161.43                0       -57674.605                0       -11.074733
             -4.5             -4.8                1                0        62663.504                0       -58736.164                0        2.1831102
             -4.4             -4.8                1                0        64278.781                0       -58950.938                0        20.901531
             -4.3             -4.8                1                0        65582.406                0       -58749.969                0        24.448086
             -4.2             -4.8                1                0        66754.438                0       -58374.375                0        8.8734035
             -4.1             -4.8                1                0         67862.25                0       -57975.148                0        1.0716265
               -4             -4.8                1                0        68887.938                0        -57481.25                0        1.9138465
             -3.9             -4.8                1                0        69888.984                0       -56898.227                0       -2.0831552
             -3.8             -4.8                1                0        70926.969                0       -56291.262                0       -18.232519
             -3.7             -4.8                1                0        71985.391                0       -55673.016                0       -40.949997
             -3.6             -4.8                1                0        71974.078                0        -54021.34                0       -27.768227
             -3.5             -4.8                1                0        71887.359                0       -52387.289                0       -15.451371
             -3.4             -4.8                1                0        71749.297                0       -50785.395                0       -2.5718374
             -3.3             -4.8                1                0        71597.562                0        -49185.43                0        7.0751081
             -3.2             -4.8                1                0        71465.266                0       -47633.086                0        6.8901162
             -3.1             -4.8                1                0        71120.688                0       -45952.859                0        5.8587117
               -3             -4.8                1                0        69999.891                0       -43762.094                0         4.439805
             -2.9             -4.8                1                0        68847.734                0       -41541.164                0      -0.23999524
             -2.8             -4.8                1                0        67643.844                0       -39347.301                0       -5.8222556
             -2.7             -4.8                1                0        66361.797                0       -37329.383                0       -3.7552214
             -2.6             -4.8                1                0        65074.098                0       -35328.879                0       0.89454794
             -2.5             -4.8                1                0        63780.742                0       -33345.797                0        8.1270294
             -2.4             -4.8                1                0        62535.367                0       -31277.943                0        11.065115
             -2.3             -4.8                1                0        61356.117                0       -29370.949                0        -0.875947
             -2.2             -4.8                1                0         60023.23                0       -27524.471                0       -18.209129
             -2.1             -4.8                1                0         57949.98                0       -25352.023                0         -14.6133
               -2             -4.8                1                0        55900.367                0       -23204.902                0       -9.3598709
             -1.9             -4.8                1                0        53874.379                0       -21083.105                0        -2.448822
             -1.8             -4.8                1                0        52023.633                0       -19421.561                0        6.7203455
             -1.7             -4.8                1                0        50256.422                0       -17865.227                0        15.225037
             -1.6             -4.8                1                0        48544.355                0       -16324.107                0        22.714933
             -1.5             -4.8                1                0        46914.113                0       -14724.064                0        16.900475
             -1.4             -4.8                1                0         45407.82                0        -13105.75                0       -5.9339275
             -1.3             -4.8                1                0        44192.352                0       -11937.548                0       -22.212034
             -1.2             -4.8                1                0        42485.375                0       -10638.026                0       -16.892744
             -1.1             -4.8                1                0        40740.359                0       -9319.9346                0       -9.5751801
               -1             -4.8                1                0         39101.93                0       -8017.5986                0        -6.548799
             -0.9             -4.8                1                0        37711.738                0       -6919.9941                0        -5.276484
             -0.8             -4.8                1                0        36637.664                0       -6104.6743                0       -2.6005754
             -0.7             -4.8                1                0        35684.039                0       -5305.2437                0       -1.2224727
             -0.6             -4.8                1                0        34846.375                0       -4516.9829                0        -1.198678
             -0.5             -4.8                1                0         33957.59                0       -3564.3228                0       -8.5326986
             -0.4             -4.8                1                0        33475.719                0       -2756.2061                0       -14.772871
             -0.3             -4.8                1                0        33062.484                0       -2025.2128                0       -9.4608688
             -0.2             -4.8                1                0        32504.092                0       -1326.6808                0        2.3116889
             -0.1             -4.8                1                0         32071.73                0       -654.09894                0        20.532185
                0             -4.8                1                0        31765.391                0        7.4669867                0        -45.20063
              0.1             -4.8                1                0         32071.73                0        654.09894                0       -20.532185
              0.2             -4.8                1                0        32504.092                0        1326.6808                0       -2.3116889
              0.3             -4.8                1                0        33062.484                0        2025.2128                0        9.4608688
              0.4             -4.8                1                0        33475.719                0        2756.2061                0        14.772871
              0.5             -4.8                1                0         33957.59                0        3564.3228                0        8.5326986
              0.6             -4.8                1                0        34846.375                0        4516.9829                0         1.198678
              0.7             -4.8                1                0        35684.039                0        5305.2437                0        1.2224727
              0.8             -4.8                1                0        36637.664                0        6104.6743                0        2.6005754
              0.9             -4.8                1                0        37711.738                0        6919.9941                0         5.276484
                1             -4.8                1                0         39101.93                0        8017.5986                0         6.548799
              1.1             -4.8                1                0        40740.359                0        9319.9346                0        9.5751801
              1.2             -4.8                1                0        42485.375                0        10638.026                0        16.892744
              1.3             -4.8                1                0        44192.352                0        11937.548                0        22.212034
              1.4             -4.8                1                0         45407.82                0         13105.75                0        5.9339275
              1.5             -4.8                1                0        46914.113                0        14724.064                0       -16.900475
              1.6             -4.8                1                0        48544.355                0        16324.107                0       -22.714933
              1.7             -4.8                1                0        50256.422                0        17865.227                0       -15.225037
              1.8             -4.8                1                0        52023.633                0        19421.561                0       -6.7203455
              1.9             -4.8                1                0        53874.379                0        21083.105                0         2.448822
                2             -4.8                1                0        55900.367                0        23204.902                0        9.3598709
              2.1             -4.8                1                0         57949.98                0        25352.023                0          14.6133
              2.2             -4.8                1                0         60023.23                0        27524.471                0        18.209129
              2.3             -4.8                1                0        61356.117                0        29370.949                0         0.875947
              2.4             -4.8                1                0        62535.367                0        31277.943                0       -11.065115
              2.5             -4.8                1                0        63780.742                0        33345.797                0       -8.1270294
              2.6             -4.8                1                0        65074.098                0        35328.879                0      -0.89454794
              2.7             -4.8                1                0        66361.797                0        37329.383                0        3.7552214
              2.8             -4.8                1                0        67643.844                0        39347.301                0        5.8222556
              2.9             -4.8                1                0        68847.734                0        41541.164                0       0.23999524
                3             -4.8                1                0        69999.891                0        43762.094                0        -4.439805
              3.1             -4.8                1                0        71120.688                0        45952.859                0       -5.8587117
              3.2             -4.8                1                0        71465.266                0        47633.086                0       -6.8901162
              3.3             -4.8                1                0        71597.562                0         49185.43                0       -7.0751081
              3.4             -4.8                1                0        71749.297                0        50785.395                0        2.5718374
              3.5             -4.8                1                0        71887.359                0        52387.289                0        15.451371
              3.6             -4.8                1                0        71974.078                0         54021.34                0        27.768227
