,Re,Im
4202805611.222445,49.768012197543676,-9.56394547063865
4214629258.517034,48.53918538851071,-12.79434106199838
4226452905.8116236,46.940265649609785,-15.73900835479678
4238276553.1062126,45.04949210965062,-18.34967246576832
4250100200.4008017,42.948209238155265,-20.601364501147017
4261923847.6953907,40.71398337927186,-22.489950189493523
4273747494.98998,38.41575443647097,-24.027960731343192
4285571142.2845693,36.11114616112738,-25.239804703031215
4297394789.579159,33.84563019397029,-26.157197597191235
4309218436.873748,31.65303565820441,-26.815312681945432
4321042084.168337,29.556875961826968,-27.249854660655437
4332865731.462926,27.572052067553262,-27.495043695682476
4344689378.757515,25.706618413307645,-27.582378265947295
4356513026.052105,23.963419444647826,-27.540000692698136
4368336673.346693,22.341500625187507,-27.392491605804967
4380160320.641283,20.837263426962753,-27.16094566302182
4391983967.935872,19.445373219326775,-26.863214491649607
4403807615.230461,18.159449064340727,-26.5142350886848
4415631262.52505,16.972571870205176,-26.126388793441784
4427454909.819639,15.877647406124394,-25.709856447288008
4439278557.114228,14.867656981315099,-25.272950006294575
4451102204.408817,13.93582341932099,-24.822410782542793
4462925851.703407,13.075714613592444,-24.363670843508718
4474749498.997996,12.281302082043888,-23.901077931386467
4486573146.292585,11.546987807307765,-23.438086390254036
4498396793.587174,10.867609299385526,-22.977417608966945
4510220440.881763,10.238430185306242,-22.521193823040385
4522044088.1763525,9.65512161009225,-22.071049054104186
4533867735.470942,9.113738210625721,-21.62822068615678
4545691382.765532,8.610691293279377,-21.193624800217872
4557515030.060121,8.142721017305222,-20.767917983243322
4569338677.35471,7.706868785555118,-20.35154793303548
4581162324.649299,7.300450614288923,-19.944794819135204
4592985971.943888,6.921031949940955,-19.547805039055916
4604809619.238477,6.566404188954461,-19.160618731776474
4616633266.533066,6.234563011776257,-18.78319217426546
4628456913.827656,5.9236885450566374,-18.415415988141337
4640280561.122245,5.632127303191106,-18.057129917963856
4652104208.416834,5.358375821484901,-17.70813480537886
4663927855.711423,5.101065871138815,-17.36820227015725
4675751503.006012,4.858951135611521,-17.03708251611232
4687575150.300601,4.630895225032992,-16.714510603575388
4699398797.59519,4.4158609074507735,-16.400211467612593
4711222444.88978,4.212900440992638,-16.093903910053715
4723046092.184369,4.021146898145292,-15.795303751582997
4734869739.478958,3.839806381414557,-15.50412629595082
4746693386.773547,3.668151038040029,-15.220088230353488
4758517034.068136,3.505512789754566,-14.942909063110317
4770340681.362725,3.351277701598761,-14.67231218090421
4782164328.657314,3.204880921320088,-14.408025592386101
4793987975.951904,3.0658021278819847,-14.149782412110127
4805811623.246493,2.9335614339687206,-13.897321128169514
4817635270.541082,2.8077156931883493,-13.650385688004867
4829458917.835671,2.6878551678644973,-13.408725429376814
4841282565.13026,2.573600517981169,-13.17209487707068
4853106212.4248495,2.4646000759763496,-12.940253420331858
4864929859.719439,2.360527375742831,-12.712964881019788
4876753507.014029,2.261078907395275,-12.489996977876709
4888577154.308618,2.165972072155144,-12.271120687866723
4900400801.603207,2.0749433140946927,-12.056109501114719
4912224448.897796,1.9877464075094835,-11.844738561262872
4924048096.192385,1.9041508803412555,-11.636783677906639
4935871743.486974,1.8239405553714674,-11.432020191767293
4947695390.781563,1.7469121918398924,-11.230221666095032
4959519038.076153,1.6728742106672074,-11.031158368931536
4971342685.370742,1.6016454865360314,-10.834595499600738
4983166332.665331,1.5330541896489223,-10.640291098231499
4994989979.95992,1.466936658881429,-10.447993557887685
5006813627.254509,1.4031362861277792,-10.257438633110931
5018637274.549098,1.341502388638272,-10.06834580363941
5030460921.843687,1.281889041627755,-9.880413803623142
5042284569.138277,1.2241538368708538,-9.69331505881258
