10000000,1.379972525e-15
20000000,1.193489751e-15
30000000,-4.721917302e-15
40000000,-3.150257832e-15
50000000,2.477185124e-15
60000000,1.554312234e-15
70000000,2.983724379e-15
80000000,6.397660179e-15
90000000,-2.59514632e-15
100000000,3.16413562e-15
110000000,3.60822483e-16
120000000,2.053912596e-15
130000000,-2.414735079e-15
140000000,-6.383782392e-16
150000000,2.942091015e-15
160000000,3.941291737e-15
170000000,1.831867991e-15
180000000,-1.831867991e-15
190000000,-1.942890293e-15
200000000,-4.107825191e-15
210000000,3.053113318e-15
220000000,4.829470157e-15
230000000,6.661338148e-16
240000000,2.220446049e-15
250000000,-9.436895709e-16
260000000,-1.665334537e-16
270000000,-3.386180225e-15
280000000,-2.664535259e-15
290000000,1.665334537e-16
300000000,3.497202528e-15
310000000,6.106226635e-16
320000000,-4.218847494e-15
330000000,-2.72004641e-15
340000000,9.436895709e-16
350000000,-1.831867991e-15
360000000,-2.664535259e-15
370000000,3.774758284e-15
380000000,-7.771561172e-16
390000000,3.497202528e-15
400000000,-4.107825191e-15
410000000,2.053912596e-15
420000000,5.551115123e-17
430000000,3.885780586e-16
440000000,-4.662936703e-15
450000000,-6.661338148e-16
460000000,-3.497202528e-15
470000000,-1.110223025e-15
480000000,1.443289932e-15
490000000,2.498001805e-15
500000000,3.663735981e-15
510000000,5.551115123e-15
520000000,8.326672685e-16
530000000,-3.330669074e-16
540000000,0
550000000,-9.436895709e-16
560000000,4.274358645e-15
570000000,-3.330669074e-16
580000000,-3.330669074e-16
590000000,-6.217248938e-15
600000000,5.662137426e-15
610000000,6.217248938e-15
620000000,2.053912596e-15
630000000,4.218847494e-15
640000000,-6.661338148e-15
650000000,4.718447855e-15
660000000,-1.998401444e-15
670000000,1.831867991e-15
680000000,-6.106226635e-16
690000000,2.72004641e-15
700000000,1.887379142e-15
710000000,1.776356839e-15
720000000,-2.942091015e-15
730000000,-2.886579864e-15
740000000,3.441691376e-15
750000000,-2.442490654e-15
760000000,-4.107825191e-15
770000000,7.771561172e-15
780000000,4.996003611e-15
790000000,-4.218847494e-15
800000000,5.495603972e-15
