           x [cm]           y [cm]           z [cm]       HxRe [A/m]       HxIm [A/m]       HyRe [A/m]       HyIm [A/m]       HzRe [A/m]       HzIm [A/m]
             -1.1               -5                1                0        2290.7285                0        92261.266                0       -6.3032722
               -1               -5                1                0       -828.74121                0        88082.133                0       -14.240555
             -0.9               -5                1                0       -3677.6936                0        82239.672                0       -8.0480242
             -0.8               -5                1                0       -6177.7305                0        74135.805                0        10.488316
             -0.7               -5                1                0       -8503.6777                0        65962.508                0        13.778841
             -0.6               -5                1                0       -10655.532                0        57719.781                0        1.8235493
             -0.5               -5                1                0       -12633.299                0        49407.633                0       -25.377579
             -0.4               -5                1                0       -14016.034                0        39976.227                0       -22.232042
             -0.3               -5                1                0       -15017.091                0        30068.418                0       -6.0505791
             -0.2               -5                1                0       -15804.766                0        20122.914                0        5.9312716
             -0.1               -5                1                0       -16379.061                0        10139.705                0        13.713512
                0               -5                1                0       -16739.977                0       -118.79811                0       -17.296144
              0.1               -5                1                0       -16379.061                0       -10139.705                0       -13.713512
              0.2               -5                1                0       -15804.766                0       -20122.914                0       -5.9312716
              0.3               -5                1                0       -15017.091                0       -30068.418                0        6.0505791
              0.4               -5                1                0       -14016.034                0       -39976.227                0        22.232042
              0.5               -5                1                0       -12633.299                0       -49407.633                0        25.377579
              0.6               -5                1                0       -10655.532                0       -57719.781                0       -1.8235493
              0.7               -5                1                0       -8503.6777                0       -65962.508                0       -13.778841
              0.8               -5                1                0       -6177.7305                0       -74135.805                0       -10.488316
              0.9               -5                1                0       -3677.6936                0       -82239.672                0        8.0480242
                1               -5                1                0       -828.74121                0       -88082.133                0        14.240555
              1.1               -5                1                0        2290.7285                0       -92261.266                0        6.3032722
              1.2               -5                1                0        5549.4932                0       -96321.531                0        1.2373886
              1.3               -5                1                0        8947.5459                0       -100262.94                0      -0.95711136
              1.4               -5                1                0        12484.901                0       -104085.48                0      -0.28018236
              1.5               -5                1                0        16433.584                0       -104810.43                0       -3.0673447
              1.6               -5                1                0        20521.803                0       -104966.74                0       -5.7006149
              1.7               -5                1                0        24709.148                0       -104967.77                0        -7.415657
              1.8               -5                1                0        28995.617                0       -104813.52                0       -8.2124596
              1.9               -5                1                0        33274.176                0       -103817.14                0       -4.7000833
                2               -5                1                0        37083.562                0       -99291.469                0        10.916416
              2.1               -5                1                0        40913.438                0       -94571.859                0        18.289227
              2.2               -5                1                0        44763.809                0       -89658.297                0        17.418282
              2.3               -5                1                0        48634.664                0       -84550.805                0        8.3035908
              2.4               -5                1                0            52547                0       -78389.797                0        3.0878592
              2.5               -5                1                0        56504.883                0       -71073.211                0         7.583293
              2.6               -5                1                0        60484.191                0       -63613.102                0        9.0985117
              2.7               -5                1                0        64484.945                0       -56009.434                0        7.6335058
              2.8               -5                1                0        68507.109                0       -48262.246                0        3.1882806
              2.9               -5                1                0        71301.047                0       -39314.414                0       -4.7491288
                3               -5                1                0        73663.734                0       -30022.734                0       -9.8100672
              3.1               -5                1                0        75993.812                0       -20749.863                0       -10.988277
              3.2               -5                1                0        78291.297                0       -11495.779                0       -8.2837496
              3.3               -5                1                0        80524.391                0       -2325.2695                0       -16.803806
              3.4               -5                1                0        82677.453                0        6672.9497                0       -38.686134
              3.5               -5                1                0         84839.07                0         15648.72                0       -28.954714
              3.6               -5                1                0         86390.68                0        23985.521                0       -1.6494617
              3.7               -5                1                0        87596.438                0        31778.055                0        17.756737
              3.8               -5                1                0         88729.82                0        38910.188                0       -4.6350975
              3.9               -5                1                0        89255.477                0        46065.895                0       -7.6477871
                4               -5                1                0        89226.367                0        53207.438                0        9.4444923
              4.1               -5                1                0        89376.656                0        59615.652                0        39.280113
              4.2               -5                1                0        89836.859                0        65100.328                0        51.394943
              4.3               -5                1                0         89479.68                0        69664.555                0        28.837734
              4.4               -5                1                0        88095.672                0        73174.766                0       -13.216825
              4.5               -5                1                0        86875.156                0        75266.055                0       -14.154963
              4.6               -5                1                0        85689.609                0        76705.633                0       -1.1819448
              4.7               -5                1                0          83705.5                0        78357.117                0       -12.386206
              4.8               -5                1                0        81752.969                0        79911.773                0       -20.767591
              4.9               -5                1                0        80356.188                0        79599.641                0       -15.148822
                5               -5                1                0        78924.734                0        79044.625                0        3.7165465
               -5             -4.9                1                0        79526.641                0       -80479.141                0       -11.813794
             -4.9             -4.9                1                0        80884.594                0       -80951.906                0        3.1191821
             -4.8             -4.9                1                0         82185.82                0       -81249.984                0        5.0444498
             -4.7             -4.9                1                0        83810.609                0        -80310.07                0        12.054214
             -4.6             -4.9                1                0        85725.547                0       -78510.867                0        26.427191
             -4.5             -4.9                1                0        87686.547                0       -76608.586                0        37.551136
             -4.4             -4.9                1                0        89620.805                0        -74627.07                0        47.558128
             -4.3             -4.9                1                0        89678.914                0       -70061.578                0      -0.84750557
             -4.2             -4.9                1                0        89248.203                0       -64681.766                0        -31.36582
             -4.1             -4.9                1                0         88804.25                0        -59088.07                0       -33.216908
               -4             -4.9                1                0        88393.703                0       -53168.871                0       -9.0783577
             -3.9             -4.9                1                0        88388.969                0       -45959.609                0       -5.3202505
             -3.8             -4.9                1                0        88312.141                0        -38543.32                0       -15.203507
             -3.7             -4.9                1                0        88163.211                0       -30920.031                0       -38.728081
             -3.6             -4.9                1                0        87337.266                0       -22630.246                0       -36.011314
             -3.5             -4.9                1                0        85247.305                0       -13619.045                0         12.17774
             -3.4             -4.9                1                0        83165.891                0       -4585.4102                0        28.753164
             -3.3             -4.9                1                0            81093                0        4470.6724                0        13.714849
             -3.2             -4.9                1                0        78948.484                0        13717.314                0        8.5740147
             -3.1             -4.9                1                0        76743.602                0        23054.336                0         12.96361
               -3             -4.9                1                0        74506.117                0        32410.141                0        13.470465
             -2.9             -4.9                1                0        71943.125                0        41830.617                0        7.9796572
             -2.8             -4.9                1                0         69282.07                0        51031.391                0       -5.8348289
             -2.7             -4.9                1                0        66683.641                0        59507.734                0       -9.7786827
             -2.6             -4.9                1                0        63374.152                0        67458.969                0       -9.9744015
             -2.5             -4.9                1                0        59480.977                0        74951.602                0       -7.1884212
             -2.4             -4.9                1                0        55609.234                0        82300.695                0        -1.422223
             -2.3             -4.9                1                0        51778.512                0        88471.625                0       -22.892452
             -2.2             -4.9                1                0        47985.375                0        93569.578                0       -63.347969
             -2.1             -4.9                1                0        44212.719                0        98473.594                0       -95.559776
               -2             -4.9                1                0        40573.121                0        102995.19                0       -75.776436
             -1.9             -4.9                1                0         37086.23                0        107114.81                0       -8.2631721
             -1.8             -4.9                1                0        33931.117                0         108444.8                0        68.319916
             -1.7             -4.9                1                0        30752.852                0        109012.31                0        130.32336
             -1.6             -4.9                1                0        26623.105                0        108929.76                0        86.030518
             -1.5             -4.9                1                0         22592.48                0         108691.9                0        40.819435
             -1.4             -4.9                1                0        18702.674                0        107880.77                0       -4.5475512
             -1.3             -4.9                1                0        15233.339                0        103938.76                0       -46.464973
             -1.2             -4.9                1                0        11903.302                0        99877.898                0       -91.253723
             -1.1             -4.9                1                0        8756.3154                0        95624.266                0       -125.30173
               -1             -4.9                1                0        6108.0225                0        90637.992                0       -51.361752
             -0.9             -4.9                1                0        3798.6321                0        84334.047                0       -13.993351
             -0.8             -4.9                1                0        1916.2899                0        76233.266                0       -23.452469
             -0.7             -4.9                1                0       -198.87915                0        67908.781                0       -12.532999
             -0.6             -4.9                1                0       -2294.5122                0        59472.633                0        -7.580122
             -0.5             -4.9                1                0       -4216.0552                0        50967.047                0       -17.873066
             -0.4             -4.9                1                0       -5551.9663                0        41348.812                0       -13.552246
             -0.3             -4.9                1                0       -6510.0811                0        31256.898                0       -2.7006004
             -0.2             -4.9                1                0       -7254.8145                0        21127.285                0        3.9514344
             -0.1             -4.9                1                0       -7837.6182                0        10693.187                0        12.587622
                0             -4.9                1                0        -8250.458                0       -116.52614                0       -31.289869
              0.1             -4.9                1                0       -7837.6182                0       -10693.187                0       -12.587622
              0.2             -4.9                1                0       -7254.8145                0       -21127.285                0       -3.9514344
              0.3             -4.9                1                0       -6510.0811                0       -31256.898                0        2.7006004
              0.4             -4.9                1                0       -5551.9663                0       -41348.812                0        13.552246
              0.5             -4.9                1                0       -4216.0552                0       -50967.047                0        17.873066
              0.6             -4.9                1                0       -2294.5122                0       -59472.633                0         7.580122
              0.7             -4.9                1                0       -198.87915                0       -67908.781                0        12.532999
              0.8             -4.9                1                0        1916.2899                0       -76233.266                0        23.452469
              0.9             -4.9                1                0        3798.6321                0       -84334.047                0        13.993351
                1             -4.9                1                0        6108.0225                0       -90637.992                0        51.361752
              1.1             -4.9                1                0        8756.3154                0       -95624.266                0        125.30173
              1.2             -4.9                1                0        11903.302                0       -99877.898                0        91.253723
              1.3             -4.9                1                0        15233.339                0       -103938.76                0        46.464973
              1.4             -4.9                1                0        18702.674                0       -107880.77                0        4.5475512
              1.5             -4.9                1                0         22592.48                0        -108691.9                0       -40.819435
              1.6             -4.9                1                0        26623.105                0       -108929.76                0       -86.030518
              1.7             -4.9                1                0        30752.852                0       -109012.31                0       -130.32336
              1.8             -4.9                1                0        33931.117                0        -108444.8                0       -68.319916
              1.9             -4.9                1                0         37086.23                0       -107114.81                0        8.2631721
                2             -4.9                1                0        40573.121                0       -102995.19                0        75.776436
              2.1             -4.9                1                0        44212.719                0       -98473.594                0        95.559776
              2.2             -4.9                1                0        47985.375                0       -93569.578                0        63.347969
              2.3             -4.9                1                0        51778.512                0       -88471.625                0        22.892452
              2.4             -4.9                1                0        55609.234                0       -82300.695                0         1.422223
              2.5             -4.9                1                0        59480.977                0       -74951.602                0        7.1884212
              2.6             -4.9                1                0        63374.152                0       -67458.969                0        9.9744015
              2.7             -4.9                1                0        66683.641                0       -59507.734                0        9.7786827
              2.8             -4.9                1                0         69282.07                0       -51031.391                0        5.8348289
              2.9             -4.9                1                0        71943.125                0       -41830.617                0       -7.9796572
                3             -4.9                1                0        74506.117                0       -32410.141                0       -13.470465
              3.1             -4.9                1                0        76743.602                0       -23054.336                0        -12.96361
              3.2             -4.9                1                0        78948.484                0       -13717.314                0       -8.5740147
              3.3             -4.9                1                0            81093                0       -4470.6724                0       -13.714849
              3.4             -4.9                1                0        83165.891                0        4585.4102                0       -28.753164
              3.5             -4.9                1                0        85247.305                0        13619.045                0        -12.17774
              3.6             -4.9                1                0        87337.266                0        22630.246                0        36.011314
              3.7             -4.9                1                0        88163.211                0        30920.031                0        38.728081
              3.8             -4.9                1                0        88312.141                0         38543.32                0        15.203507
              3.9             -4.9                1                0        88388.969                0        45959.609                0        5.3202505
                4             -4.9                1                0        88393.703                0        53168.871                0        9.0783577
              4.1             -4.9                1                0         88804.25                0         59088.07                0        33.216908
              4.2             -4.9                1                0        89248.203                0        64681.766                0         31.36582
              4.3             -4.9                1                0        89678.914                0        70061.578                0       0.84750557
              4.4             -4.9                1                0        89620.805                0         74627.07                0       -47.558128
              4.5             -4.9                1                0        87686.547                0        76608.586                0       -37.551136
              4.6             -4.9                1                0        85725.547                0        78510.867                0       -26.427191
              4.7             -4.9                1                0        83810.609                0         80310.07                0       -12.054214
              4.8             -4.9                1                0         82185.82                0        81249.984                0       -5.0444498
              4.9             -4.9                1                0        80884.594                0        80951.906                0       -3.1191821
                5             -4.9                1                0        79526.641                0        80479.141                0        11.813794
               -5             -4.8                1                0        79886.344                0       -81940.594                0       -15.610203
             -4.9             -4.8                1                0        81235.438                0       -82313.609                0       -5.0094414
             -4.8             -4.8                1                0         82463.18                0       -82529.422                0       -7.0165672
             -4.7             -4.8                1                0        83726.586                0       -82311.203                0       -13.212687
             -4.6             -4.8                1                0        85557.852                0       -80370.508                0        27.163641
             -4.5             -4.8                1                0        87435.188                0       -78326.742                0        64.290947
             -4.4             -4.8                1                0        87991.758                0       -74949.562                0        56.923126
             -4.3             -4.8                1                0        88326.438                0        -70160.07                0        25.243179
             -4.2             -4.8                1                0        88415.414                0        -64291.32                0       -3.0036626
             -4.1             -4.8                1                0        87987.719                0       -58588.586                0       -18.820667
               -4             -4.8                1                0        87546.797                0       -52671.953                0       -5.9706373
             -3.9             -4.8                1                0         87340.18                0       -45840.078                0      -0.76676559
             -3.8             -4.8                1                0        87229.516                0       -38356.074                0        -23.98423
             -3.7             -4.8                1                0        87046.758                0       -30665.074                0       -60.842979
             -3.6             -4.8                1                0        85991.547                0       -21334.418                0       -31.161905
             -3.5             -4.8                1                0          84948.5                0       -11877.688                0       -7.3461142
             -3.4             -4.8                1                0        83441.445                0       -2557.9414                0        9.7191391
             -3.3             -4.8                1                0         81448.75                0        6556.0059                0        1.5248432
             -3.2             -4.8                1                0        79392.891                0        15878.932                0      -0.26776886
             -3.1             -4.8                1                0        77184.594                0        25326.871                0        7.7612429
               -3             -4.8                1                0        74624.008                0        34854.695                0          13.4497
             -2.9             -4.8                1                0        72062.438                0        44339.508                0        6.4766345
             -2.8             -4.8                1                0         69509.43                0        53575.043                0       -7.7436252
             -2.7             -4.8                1                0        67005.453                0        62072.023                0       -7.5349202
             -2.6             -4.8                1                0        64533.441                0        70430.641                0        -3.289145
             -2.5             -4.8                1                0         62093.43                0        78650.844                0        4.9936752
             -2.4             -4.8                1                0        58506.246                0        86133.328                0        12.728752
             -2.3             -4.8                1                0        54757.137                0        92314.172                0       -24.995966
             -2.2             -4.8                1                0        51077.289                0        97337.352                0       -79.176384
             -2.1             -4.8                1                0        47568.707                0        101904.61                0       -62.528591
               -2             -4.8                1                0        44120.277                0        106229.08                0       -37.848457
             -1.9             -4.8                1                0        40731.988                0        110310.77                0       -5.1358929
             -1.8             -4.8                1                0        37660.934                0        111576.73                0        28.495993
             -1.7             -4.8                1                0        34727.207                0        112152.23                0        62.502598
             -1.6             -4.8                1                0        31880.383                0           112572                0        97.765495
             -1.5             -4.8                1                0        28587.559                0        112579.04                0         79.25502
             -1.4             -4.8                1                0        24756.623                0        111681.73                0       -8.6917839
             -1.3             -4.8                1                0        21355.312                0        107620.26                0       -93.203537
             -1.2             -4.8                1                0        18403.904                0        102912.35                0       -82.218636
             -1.1             -4.8                1                0        15674.111                0        97934.953                0       -49.643948
               -1             -4.8                1                0        13091.113                0        92813.984                0       -19.350252
             -0.9             -4.8                1                0        10855.498                0        86371.055                0       -6.2492371
             -0.8             -4.8                1                0        9058.8867                0         78125.25                0        -12.65368
             -0.7             -4.8                1                0        7422.3584                0        69738.844                0        -15.96881
             -0.6             -4.8                1                0        5931.6924                0        61210.121                0       -15.858237
             -0.5             -4.8                1                0        4066.3701                0        52511.109                0           -9.243
             -0.4             -4.8                1                0        2777.2864                0        42706.039                0       -3.7469015
             -0.3             -4.8                1                0        1839.5104                0        32278.654                0      -0.23787904
             -0.2             -4.8                1                0        1062.6182                0        21586.348                0        5.3826599
             -0.1             -4.8                1                0        474.55103                0        10870.963                0        20.432003
                0             -4.8                1                0        75.310059                0       -132.49475                0        -44.91016
              0.1             -4.8                1                0        474.55103                0       -10870.963                0       -20.432003
              0.2             -4.8                1                0        1062.6182                0       -21586.348                0       -5.3826599
              0.3             -4.8                1                0        1839.5104                0       -32278.654                0       0.23787904
              0.4             -4.8                1                0        2777.2864                0       -42706.039                0        3.7469015
              0.5             -4.8                1                0        4066.3701                0       -52511.109                0            9.243
              0.6             -4.8                1                0        5931.6924                0       -61210.121                0        15.858237
              0.7             -4.8                1                0        7422.3584                0       -69738.844                0         15.96881
              0.8             -4.8                1                0        9058.8867                0        -78125.25                0         12.65368
              0.9             -4.8                1                0        10855.498                0       -86371.055                0        6.2492371
                1             -4.8                1                0        13091.113                0       -92813.984                0        19.350252
              1.1             -4.8                1                0        15674.111                0       -97934.953                0        49.643948
              1.2             -4.8                1                0        18403.904                0       -102912.35                0        82.218636
              1.3             -4.8                1                0        21355.312                0       -107620.26                0        93.203537
              1.4             -4.8                1                0        24756.623                0       -111681.73                0        8.6917839
              1.5             -4.8                1                0        28587.559                0       -112579.04                0        -79.25502
              1.6             -4.8                1                0        31880.383                0          -112572                0       -97.765495
              1.7             -4.8                1                0        34727.207                0       -112152.23                0       -62.502598
              1.8             -4.8                1                0        37660.934                0       -111576.73                0       -28.495993
              1.9             -4.8                1                0        40731.988                0       -110310.77                0        5.1358929
                2             -4.8                1                0        44120.277                0       -106229.08                0        37.848457
              2.1             -4.8                1                0        47568.707                0       -101904.61                0        62.528591
              2.2             -4.8                1                0        51077.289                0       -97337.352                0        79.176384
              2.3             -4.8                1                0        54757.137                0       -92314.172                0        24.995966
              2.4             -4.8                1                0        58506.246                0       -86133.328                0       -12.728752
              2.5             -4.8                1                0         62093.43                0       -78650.844                0       -4.9936752
              2.6             -4.8                1                0        64533.441                0       -70430.641                0         3.289145
              2.7             -4.8                1                0        67005.453                0       -62072.023                0        7.5349202
              2.8             -4.8                1                0         69509.43                0       -53575.043                0        7.7436252
              2.9             -4.8                1                0        72062.438                0       -44339.508                0       -6.4766345
                3             -4.8                1                0        74624.008                0       -34854.695                0         -13.4497
              3.1             -4.8                1                0        77184.594                0       -25326.871                0       -7.7612429
              3.2             -4.8                1                0        79392.891                0       -15878.932                0       0.26776886
              3.3             -4.8                1                0         81448.75                0       -6556.0059                0       -1.5248432
              3.4             -4.8                1                0        83441.445                0        2557.9414                0       -9.7191391
              3.5             -4.8                1                0          84948.5                0        11877.688                0        7.3461142
              3.6             -4.8                1                0        85991.547                0        21334.418                0        31.161905
