           x [cm]           y [cm]           z [cm]       ExRe [V/m]       ExIm [V/m]       EyRe [V/m]       EyIm [V/m]       EzRe [V/m]       EzIm [V/m]
              4.5               -5                0       -12413.434                0       -4637.9971                0         16394480                0
              4.6               -5                0       -1716.2764                0        -1407.687                0         13248659                0
              4.7               -5                0        2351.9465                0        1597.6833                0         10030815                0
              4.8               -5                0       -1152.1932                0       -1693.4385                0        6747959.5                0
              4.9               -5                0       -4064.6553                0        3780.1714                0        3387193.5                0
                5               -5                0       -6927.0938                0        6926.0454                0        2175.8633                0
               -5             -4.9                0        6405.1592                0         4832.123                0       -3389305.2                0
             -4.9             -4.9                0        3775.1726                0        4731.0488                0       -3329.5769                0
             -4.8             -4.9                0        1274.8394                0        1770.4749                0          3359702                0
             -4.7             -4.9                0       -2305.8782                0        1276.8594                0        6660302.5                0
             -4.6             -4.9                0       -730.27893                0       -1207.1865                0          9877036                0
             -4.5             -4.9                0        8363.1777                0       -10131.836                0         13028840                0
             -4.4             -4.9                0        24604.646                0       -24854.031                0         16116574                0
             -4.3             -4.9                0       -14786.561                0       -11614.014                0         18924198                0
             -4.2             -4.9                0        -32737.27                0        117.11816                0         21551532                0
             -4.1             -4.9                0       -23155.467                0        3431.7256                0         24021638                0
               -4             -4.9                0        -1567.708                0        2006.3535                0         26333286                0
             -3.9             -4.9                0       -14187.269                0        4927.1904                0         28420566                0
             -3.8             -4.9                0       -27747.684                0        3231.0205                0         30249752                0
             -3.7             -4.9                0       -42248.895                0       -3082.1504                0         31820832                0
             -3.6             -4.9                0       -33216.617                0        30.791992                0         33059116                0
             -3.5             -4.9                0        1164.1914                0        5737.6621                0         33971800                0
             -3.4             -4.9                0        12069.633                0        6441.3887                0         34696240                0
             -3.3             -4.9                0       -730.33081                0        2177.5688                0         35232760                0
             -3.2             -4.9                0       -11754.693                0       -7479.3682                0         35373248                0
             -3.1             -4.9                0       -11771.738                0        -14107.71                0         35173260                0
               -3             -4.9                0        -12663.76                0       -15426.564                0         34761660                0
             -2.9             -4.9                0       -1556.0117                0       -6589.6094                0         34155840                0
             -2.8             -4.9                0        15756.508                0        2414.7874                0         33302640                0
             -2.7             -4.9                0        9931.7324                0       -4218.5801                0         32113080                0
             -2.6             -4.9                0        3367.2729                0       -9166.5859                0         30683158                0
             -2.5             -4.9                0       -1602.2573                0        -10429.41                0         29024568                0
             -2.4             -4.9                0       -7062.3086                0       -2664.0295                0         27193838                0
             -2.3             -4.9                0       -6557.0884                0       -1704.6775                0         25134314                0
             -2.2             -4.9                0       -5474.4072                0       -6763.7119                0         22900026                0
             -2.1             -4.9                0       -10722.562                0       -4636.4326                0         20553616                0
               -2             -4.9                0        -18757.23                0        6331.1777                0         18128956                0
             -1.9             -4.9                0       -32806.715                0        31088.168                0         15631967                0
             -1.8             -4.9                0        -36305.73                0         43925.02                0         13067443                0
             -1.7             -4.9                0        -35111.48                0        52357.277                0         10462453                0
             -1.6             -4.9                0       -13380.656                0        32593.807                0        7722127.5                0
             -1.5             -4.9                0       -3468.8596                0         17871.02                0          4984923                0
             -1.4             -4.9                0       -2112.5132                0        11202.452                0        2254959.5                0
             -1.3             -4.9                0        14722.265                0        26520.104                0       -388605.38                0
             -1.2             -4.9                0        26697.275                0        38585.773                0       -2933270.5                0
             -1.1             -4.9                0        31721.412                0        43939.848                0       -5371001.5                0
               -1             -4.9                0        15057.668                0        19236.527                0         -7651656                0
             -0.9             -4.9                0        650.08423                0        6315.6777                0         -9781009                0
             -0.8             -4.9                0       -3679.5938                0        11281.047                0        -11684566                0
             -0.7             -4.9                0       -6970.5996                0        4946.7388                0        -13456708                0
             -0.6             -4.9                0       -12949.342                0       -1001.5474                0        -15060642                0
             -0.5             -4.9                0       -21797.891                0       -1303.9573                0        -16483978                0
             -0.4             -4.9                0       -25683.025                0        3484.7681                0        -17612100                0
             -0.3             -4.9                0        -17154.75                0        3107.4009                0        -18460480                0
             -0.2             -4.9                0        2611.5593                0       -4019.6838                0        -19067640                0
             -0.1             -4.9                0        28805.836                0       -6542.0049                0        -19477540                0
                0             -4.9                0       -64058.777                0       -3838.3389                0        -19703732                0
              0.1             -4.9                0       -28805.836                0       -6542.0049                0        -19477540                0
              0.2             -4.9                0       -2611.5593                0       -4019.6838                0        -19067640                0
              0.3             -4.9                0         17154.75                0        3107.4009                0        -18460480                0
              0.4             -4.9                0        25683.025                0        3484.7681                0        -17612100                0
              0.5             -4.9                0        21797.891                0       -1303.9573                0        -16483978                0
              0.6             -4.9                0        12949.342                0       -1001.5474                0        -15060642                0
              0.7             -4.9                0        6970.5996                0        4946.7388                0        -13456708                0
              0.8             -4.9                0        3679.5938                0        11281.047                0        -11684566                0
              0.9             -4.9                0       -650.08423                0        6315.6777                0         -9781009                0
                1             -4.9                0       -15057.668                0        19236.527                0         -7651656                0
              1.1             -4.9                0       -31721.412                0        43939.848                0       -5371001.5                0
              1.2             -4.9                0       -26697.275                0        38585.773                0       -2933270.5                0
              1.3             -4.9                0       -14722.265                0        26520.104                0       -388605.38                0
              1.4             -4.9                0        2112.5132                0        11202.452                0        2254959.5                0
              1.5             -4.9                0        3468.8596                0         17871.02                0          4984923                0
              1.6             -4.9                0        13380.656                0        32593.807                0        7722127.5                0
              1.7             -4.9                0         35111.48                0        52357.277                0         10462453                0
              1.8             -4.9                0         36305.73                0         43925.02                0         13067443                0
              1.9             -4.9                0        32806.715                0        31088.168                0         15631967                0
                2             -4.9                0         18757.23                0        6331.1777                0         18128956                0
              2.1             -4.9                0        10722.562                0       -4636.4326                0         20553616                0
              2.2             -4.9                0        5474.4072                0       -6763.7119                0         22900026                0
              2.3             -4.9                0        6557.0884                0       -1704.6775                0         25134314                0
              2.4             -4.9                0        7062.3086                0       -2664.0295                0         27193838                0
              2.5             -4.9                0        1602.2573                0        -10429.41                0         29024568                0
              2.6             -4.9                0       -3367.2729                0       -9166.5859                0         30683158                0
              2.7             -4.9                0       -9931.7324                0       -4218.5801                0         32113080                0
              2.8             -4.9                0       -15756.508                0        2414.7874                0         33302640                0
              2.9             -4.9                0        1556.0117                0       -6589.6094                0         34155840                0
                3             -4.9                0         12663.76                0       -15426.564                0         34761660                0
              3.1             -4.9                0        11771.738                0        -14107.71                0         35173260                0
              3.2             -4.9                0        11754.693                0       -7479.3682                0         35373248                0
              3.3             -4.9                0        730.33081                0        2177.5688                0         35232760                0
              3.4             -4.9                0       -12069.633                0        6441.3887                0         34696240                0
              3.5             -4.9                0       -1164.1914                0        5737.6621                0         33971800                0
              3.6             -4.9                0        33216.617                0        30.791992                0         33059116                0
              3.7             -4.9                0        42248.895                0       -3082.1504                0         31820832                0
              3.8             -4.9                0        27747.684                0        3231.0205                0         30249752                0
              3.9             -4.9                0        14187.269                0        4927.1904                0         28420566                0
                4             -4.9                0         1567.708                0        2006.3535                0         26333286                0
              4.1             -4.9                0        23155.467                0        3431.7256                0         24021638                0
              4.2             -4.9                0         32737.27                0        117.11816                0         21551532                0
              4.3             -4.9                0        14786.561                0       -11614.014                0         18924198                0
              4.4             -4.9                0       -24604.646                0       -24854.031                0         16116574                0
              4.5             -4.9                0       -8363.1777                0       -10131.836                0         13028840                0
              4.6             -4.9                0        730.27893                0       -1207.1865                0          9877036                0
              4.7             -4.9                0        2305.8782                0        1276.8594                0        6660302.5                0
              4.8             -4.9                0       -1274.8394                0        1770.4749                0          3359702                0
              4.9             -4.9                0       -3775.1726                0        4731.0488                0       -3329.5769                0
                5             -4.9                0       -6405.1592                0         4832.123                0       -3389305.2                0
               -5             -4.8                0        2800.0859                0        2817.8083                0       -6754740.5                0
             -4.9             -4.8                0          275.271                0        5366.7227                0       -3369788.2                0
             -4.8             -4.8                0       -1992.6088                0        5450.9487                0       -5801.7061                0
             -4.7             -4.8                0       -4561.2314                0        3497.8267                0        3324227.8                0
             -4.6             -4.8                0       -5423.7891                0         1679.251                0          6539783                0
             -4.5             -4.8                0        1231.5129                0       -6579.9307                0          9690408                0
             -4.4             -4.8                0        9311.1006                0       -13160.287                0         12770130                0
             -4.3             -4.8                0        1124.8674                0       -7393.0107                0         15670049                0
             -4.2             -4.8                0       -6659.8677                0       -439.74484                0         18340498                0
             -4.1             -4.8                0       -16054.386                0        1314.4692                0         20866640                0
               -4             -4.8                0        2083.4753                0         -5347.77                0         23235570                0
             -3.9             -4.8                0       -266.83307                0        980.45764                0         25397900                0
             -3.8             -4.8                0       -9512.1543                0        5979.8823                0         27301116                0
             -3.7             -4.8                0        -23191.59                0         5434.252                0         28943680                0
             -3.6             -4.8                0       -26091.326                0       -2208.9888                0         30296712                0
             -3.5             -4.8                0       -7966.5073                0       -3204.3772                0         31370698                0
             -3.4             -4.8                0        8052.1104                0       -435.17749                0         32214676                0
             -3.3             -4.8                0        3432.7759                0        -753.4469                0         32859916                0
             -3.2             -4.8                0       -7989.9863                0       -10288.211                0         33121552                0
             -3.1             -4.8                0       -12922.548                0       -19711.951                0         33036016                0
               -3             -4.8                0       -4512.4868                0       -15402.011                0         32773774                0
             -2.9             -4.8                0        10933.986                0       -6907.9844                0         32303484                0
             -2.8             -4.8                0        25812.805                0       -725.56549                0         31574506                0
             -2.7             -4.8                0         18518.52                0       -6927.4102                0         30508700                0
             -2.6             -4.8                0        6871.3032                0       -5215.2036                0         29272036                0
             -2.5             -4.8                0       -9128.7871                0         4411.042                0         27864526                0
             -2.4             -4.8                0       -20773.668                0        11237.843                0         26185988                0
