           x [cm]           y [cm]           z [cm]       HxRe [A/m]       HxIm [A/m]       HyRe [A/m]       HyIm [A/m]       HzRe [A/m]       HzIm [A/m]
                3               -5                0                0       -45532.023                0       -27228.789                0       0.36270294
              3.1               -5                0                0       -42989.625                0       -26623.742                0       0.45505518
              3.2               -5                0                0       -40449.812                0       -25993.355                0       0.83178627
              3.3               -5                0                0       -37917.211                0       -25194.172                0      -0.83637631
              3.4               -5                0                0       -35393.086                0       -24127.674                0        -5.335309
              3.5               -5                0                0       -32868.352                0       -23049.262                0       -8.1385498
              3.6               -5                0                0       -30319.283                0       -21890.588                0       -2.9012489
              3.7               -5                0                0       -27779.123                0       -20630.844                0       0.73674601
              3.8               -5                0                0       -25284.277                0       -19103.816                0       -4.8307772
              3.9               -5                0                0        -22744.33                0       -17571.465                0       -7.4475112
                4               -5                0                0        -20085.52                0       -16073.232                0        -4.599658
              4.1               -5                0                0       -17464.885                0       -14427.703                0        2.4829946
              4.2               -5                0                0        -14925.94                0       -12541.538                0        8.7730694
              4.3               -5                0                0       -12428.724                0       -10672.416                0        9.2237005
              4.4               -5                0                0       -9978.2393                0       -8838.1855                0        2.7784762
              4.5               -5                0                0         -7587.75                0       -6781.7705                0      -0.34808004
              4.6               -5                0                0        -5229.665                0       -4631.6465                0       0.21102859
              4.7               -5                0                0       -2759.4583                0       -2534.9165                0       -2.5206695
              4.8               -5                0                0       -304.72699                0       -434.19348                0       -1.9841537
              4.9               -5                0                0        2029.3313                0        1930.0776                0       -2.7766132
                5               -5                0                0        4351.0532                0         4318.877                0       -2.2280834
               -5             -4.9                0                0        1951.0013                0       -2002.7269                0       0.73285687
             -4.9             -4.9                0                0        -377.8667                0        398.01245                0        1.5450109
             -4.8             -4.9                0                0       -2714.8291                0        2784.2383                0        0.8664068
             -4.7             -4.9                0                0       -5132.3389                0        5000.7397                0        2.9439468
             -4.6             -4.9                0                0       -7616.1885                0        7101.9985                0        4.9956322
             -4.5             -4.9                0                0       -10117.875                0        9198.2207                0        3.6728513
             -4.4             -4.9                0                0       -12626.607                0        11294.137                0      -0.45569447
             -4.3             -4.9                0                0       -15115.844                0        13199.262                0       -4.7319255
             -4.2             -4.9                0                0       -17641.807                0        15081.338                0       -5.4973097
             -4.1             -4.9                0                0       -20185.035                0        16952.967                0        -3.360332
               -4             -4.9                0                0       -22770.852                0        18727.697                0        1.8900347
             -3.9             -4.9                0                0       -25436.674                0        20231.941                0        6.0333214
             -3.8             -4.9                0                0       -28106.127                0        21699.926                0        5.7808647
             -3.7             -4.9                0                0       -30779.199                0        23131.643                0        1.1326649
             -3.6             -4.9                0                0       -33350.398                0        24493.533                0       -1.2840958
             -3.5             -4.9                0                0       -35889.531                0        25584.809                0         1.072238
             -3.4             -4.9                0                0       -38427.852                0        26663.748                0        1.7019351
             -3.3             -4.9                0                0       -40965.559                0        27730.771                0       0.63594604
             -3.2             -4.9                0                0       -43510.094                0        28538.547                0      -0.22870615
             -3.1             -4.9                0                0       -46061.379                0        29164.973                0      -0.43677542
               -3             -4.9                0                0       -48615.242                0        29766.059                0      -0.92922217
             -2.9             -4.9                0                0       -51118.332                0        30305.648                0       -1.2273313
             -2.8             -4.9                0                0       -53582.734                0        30689.635                0       -1.0517445
             -2.7             -4.9                0                0       -56026.355                0        30717.688                0       0.24276245
             -2.6             -4.9                0                0       -58349.863                0        30768.045                0       0.69147861
             -2.5             -4.9                0                0       -60571.406                0          30834.5                0       0.47016275
             -2.4             -4.9                0                0       -62785.898                0        30867.172                0       0.48818883
             -2.3             -4.9                0                0       -64965.211                0        30646.436                0        2.8044925
             -2.2             -4.9                0                0       -67104.102                0        30207.354                0         8.211504
             -2.1             -4.9                0                0       -69224.047                0        29740.348                0        15.261499
               -2             -4.9                0                0       -71243.961                0        29183.803                0        13.352217
             -1.9             -4.9                0                0       -73171.805                0        28539.109                0       0.84951115
             -1.8             -4.9                0                0       -75046.234                0        27515.625                0        -10.96409
             -1.7             -4.9                0                0       -76854.758                0        26424.902                0       -19.325371
             -1.6             -4.9                0                0       -78417.641                0         25457.77                0       -13.315833
             -1.5             -4.9                0                0       -79952.781                0        24484.666                0        -6.532218
             -1.4             -4.9                0                0       -81452.141                0        23459.211                0       0.78795987
             -1.3             -4.9                0                0       -82863.219                0        22095.242                0        6.2202401
             -1.2             -4.9                0                0       -84241.297                0        20725.215                0        10.716718
             -1.1             -4.9                0                0       -85563.445                0        19330.801                0        13.007274
               -1             -4.9                0                0       -86666.492                0        17781.164                0         3.942122
             -0.9             -4.9                0                0       -87691.273                0        16118.225                0       0.18641055
             -0.8             -4.9                0                0       -88625.953                0        14296.815                0        2.3734696
             -0.7             -4.9                0                0       -89353.188                0        12589.577                0        2.5031676
             -0.6             -4.9                0                0       -89983.578                0         10925.42                0        3.0774834
             -0.5             -4.9                0                0       -90588.328                0        9257.2275                0        3.9530463
             -0.4             -4.9                0                0       -91063.594                0        7498.0444                0       -2.6809416
             -0.3             -4.9                0                0       -91466.461                0        5697.0449                0       -3.8715668
             -0.2             -4.9                0                0       -91839.172                0        3889.8677                0        5.0449276
             -0.1             -4.9                0                0        -92026.75                0        1966.4976                0        9.2443523
                0             -4.9                0                0       -92121.375                0        11.835302                0       -10.639997
              0.1             -4.9                0                0        -92026.75                0       -1966.4976                0       -9.2443523
              0.2             -4.9                0                0       -91839.172                0       -3889.8677                0       -5.0449276
              0.3             -4.9                0                0       -91466.461                0       -5697.0449                0        3.8715668
              0.4             -4.9                0                0       -91063.594                0       -7498.0444                0        2.6809416
              0.5             -4.9                0                0       -90588.328                0       -9257.2275                0       -3.9530463
              0.6             -4.9                0                0       -89983.578                0        -10925.42                0       -3.0774834
              0.7             -4.9                0                0       -89353.188                0       -12589.577                0       -2.5031676
              0.8             -4.9                0                0       -88625.953                0       -14296.815                0       -2.3734696
              0.9             -4.9                0                0       -87691.273                0       -16118.225                0      -0.18641055
                1             -4.9                0                0       -86666.492                0       -17781.164                0        -3.942122
              1.1             -4.9                0                0       -85563.445                0       -19330.801                0       -13.007274
              1.2             -4.9                0                0       -84241.297                0       -20725.215                0       -10.716718
              1.3             -4.9                0                0       -82863.219                0       -22095.242                0       -6.2202401
              1.4             -4.9                0                0       -81452.141                0       -23459.211                0      -0.78795987
              1.5             -4.9                0                0       -79952.781                0       -24484.666                0         6.532218
              1.6             -4.9                0                0       -78417.641                0        -25457.77                0        13.315833
              1.7             -4.9                0                0       -76854.758                0       -26424.902                0        19.325371
              1.8             -4.9                0                0       -75046.234                0       -27515.625                0         10.96409
              1.9             -4.9                0                0       -73171.805                0       -28539.109                0      -0.84951115
                2             -4.9                0                0       -71243.961                0       -29183.803                0       -13.352217
              2.1             -4.9                0                0       -69224.047                0       -29740.348                0       -15.261499
              2.2             -4.9                0                0       -67104.102                0       -30207.354                0        -8.211504
              2.3             -4.9                0                0       -64965.211                0       -30646.436                0       -2.8044925
              2.4             -4.9                0                0       -62785.898                0       -30867.172                0      -0.48818883
              2.5             -4.9                0                0       -60571.406                0         -30834.5                0      -0.47016275
              2.6             -4.9                0                0       -58349.863                0       -30768.045                0      -0.69147861
              2.7             -4.9                0                0       -56026.355                0       -30717.688                0      -0.24276245
              2.8             -4.9                0                0       -53582.734                0       -30689.635                0        1.0517445
              2.9             -4.9                0                0       -51118.332                0       -30305.648                0        1.2273313
                3             -4.9                0                0       -48615.242                0       -29766.059                0       0.92922217
              3.1             -4.9                0                0       -46061.379                0       -29164.973                0       0.43677542
              3.2             -4.9                0                0       -43510.094                0       -28538.547                0       0.22870615
              3.3             -4.9                0                0       -40965.559                0       -27730.771                0      -0.63594604
              3.4             -4.9                0                0       -38427.852                0       -26663.748                0       -1.7019351
              3.5             -4.9                0                0       -35889.531                0       -25584.809                0        -1.072238
              3.6             -4.9                0                0       -33350.398                0       -24493.533                0        1.2840958
              3.7             -4.9                0                0       -30779.199                0       -23131.643                0       -1.1326649
              3.8             -4.9                0                0       -28106.127                0       -21699.926                0       -5.7808647
              3.9             -4.9                0                0       -25436.674                0       -20231.941                0       -6.0333214
                4             -4.9                0                0       -22770.852                0       -18727.697                0       -1.8900347
              4.1             -4.9                0                0       -20185.035                0       -16952.967                0         3.360332
              4.2             -4.9                0                0       -17641.807                0       -15081.338                0        5.4973097
              4.3             -4.9                0                0       -15115.844                0       -13199.262                0        4.7319255
              4.4             -4.9                0                0       -12626.607                0       -11294.137                0       0.45569447
              4.5             -4.9                0                0       -10117.875                0       -9198.2207                0       -3.6728513
              4.6             -4.9                0                0       -7616.1885                0       -7101.9985                0       -4.9956322
              4.7             -4.9                0                0       -5132.3389                0       -5000.7397                0       -2.9439468
              4.8             -4.9                0                0       -2714.8291                0       -2784.2383                0       -0.8664068
              4.9             -4.9                0                0        -377.8667                0       -398.01245                0       -1.5450109
                5             -4.9                0                0        1951.0013                0        2002.7269                0      -0.73285687
               -5             -4.8                0                0       -428.36548                0        329.42505                0      -0.27843201
             -4.9             -4.8                0                0       -2775.1211                0        2738.3269                0       0.77810955
             -4.8             -4.8                0                0       -5119.2275                0        5136.4912                0       0.36312953
             -4.7             -4.8                0                0       -7489.5869                0         7482.582                0      0.059025645
             -4.6             -4.8                0                0       -9984.7324                0        9589.4258                0        7.0003595
             -4.5             -4.8                0                0       -12497.714                0        11691.231                0        10.567227
             -4.4             -4.8                0                0        -15063.29                0        13836.401                0        4.2606039
             -4.3             -4.8                0                0       -17685.818                0        15832.133                0       -1.2731537
             -4.2             -4.8                0                0       -20345.643                0        17642.225                0      -0.12883574
             -4.1             -4.8                0                0        -22893.16                0        19499.316                0       -2.1449537
               -4             -4.8                0                0       -25457.961                0        21345.967                0       -1.2587202
             -3.9             -4.8                0                0       -28117.023                0        22901.109                0         3.498735
             -3.8             -4.8                0                0       -30793.486                0        24375.102                0        4.5417156
             -3.7             -4.8                0                0       -33460.137                0        25812.316                0        1.3439918
             -3.6             -4.8                0                0        -36128.84                0        27112.402                0       -4.1474509
             -3.5             -4.8                0                0       -38851.289                0        28148.592                0       -5.2176857
             -3.4             -4.8                0                0       -41437.453                0        29216.322                0       -2.2002125
             -3.3             -4.8                0                0       -43988.746                0        30283.871                0       0.16674179
             -3.2             -4.8                0                0       -46545.328                0         31100.49                0       0.32297596
             -3.1             -4.8                0                0       -49108.078                0        31722.959                0      -0.46989375
               -3             -4.8                0                0       -51584.301                0        32263.871                0      -0.78518707
             -2.9             -4.8                0                0       -54060.023                0        32773.867                0       -1.2087941
             -2.8             -4.8                0                0        -56532.98                0        33148.969                0        -1.381466
             -2.7             -4.8                0                0       -58985.812                0        33159.695                0       -0.2286064
             -2.6             -4.8                0                0       -61435.766                0        33129.855                0        1.2010312
             -2.5             -4.8                0                0        -63882.82                0        33059.453                0        2.9074392
             -2.4             -4.8                0                0       -66138.164                0        33054.938                0        2.7763102
             -2.3             -4.8                0                0       -68324.461                0        32813.199                0        8.7940588
             -2.2             -4.8                0                0       -70434.219                0        32327.883                0        17.911539
             -2.1             -4.8                0                0       -72403.695                0         31725.33                0        13.714944
               -2             -4.8                0                0       -74354.672                0          31089.1                0        7.7129526
             -1.9             -4.8                0                0       -76287.156                0        30419.182                0     -0.094456196
             -1.8             -4.8                0                0       -78166.922                0        29372.332                0       -6.6526375
             -1.7             -4.8                0                0       -80015.156                0        28237.688                0       -11.749029
             -1.6             -4.8                0                0       -81838.328                0        27087.102                0       -15.764181
             -1.5             -4.8                0                0       -83522.297                0        25992.926                0         -11.6901
             -1.4             -4.8                0                0       -85026.227                0        24934.928                0        1.7559083
             -1.3             -4.8                0                0       -86441.531                0        23534.492                0          12.2348
             -1.2             -4.8                0                0       -87652.969                0         21992.84                0        11.732115
             -1.1             -4.8                0                0           -88790                0        20411.607                0        7.6769128
               -1             -4.8                0                0       -89894.188                0        18823.605                0        2.4941216
             -0.9             -4.8                0                0       -90919.969                0        17119.178                0        1.5961859
             -0.8             -4.8                0                0       -91855.445                0        15251.875                0        5.1964703
             -0.7             -4.8                0                0       -92767.688                0        13375.675                0        4.8349838
             -0.6             -4.8                0                0       -93650.109                0        11495.067                0       0.62441903
             -0.5             -4.8                0                0       -94256.062                0        9778.9951                0        -1.068193
             -0.4             -4.8                0                0       -94730.906                0        7972.6099                0       -7.3798962
             -0.3             -4.8                0                0       -95041.828                0         6062.626                0       -10.089248
             -0.2             -4.8                0                0       -95184.586                0        4048.7803                0        -12.69622
             -0.1             -4.8                0                0       -95303.453                0         2028.246                0       -12.744099
                0             -4.8                0                0       -95398.445                0       -1.0213308                0        10.232901
              0.1             -4.8                0                0       -95303.453                0        -2028.246                0        12.744099
              0.2             -4.8                0                0       -95184.586                0       -4048.7803                0         12.69622
              0.3             -4.8                0                0       -95041.828                0        -6062.626                0        10.089248
              0.4             -4.8                0                0       -94730.906                0       -7972.6099                0        7.3798962
              0.5             -4.8                0                0       -94256.062                0       -9778.9951                0         1.068193
              0.6             -4.8                0                0       -93650.109                0       -11495.067                0      -0.62441903
              0.7             -4.8                0                0       -92767.688                0       -13375.675                0       -4.8349838
              0.8             -4.8                0                0       -91855.445                0       -15251.875                0       -5.1964703
              0.9             -4.8                0                0       -90919.969                0       -17119.178                0       -1.5961859
                1             -4.8                0                0       -89894.188                0       -18823.605                0       -2.4941216
              1.1             -4.8                0                0           -88790                0       -20411.607                0       -7.6769128
              1.2             -4.8                0                0       -87652.969                0        -21992.84                0       -11.732115
              1.3             -4.8                0                0       -86441.531                0       -23534.492                0         -12.2348
              1.4             -4.8                0                0       -85026.227                0       -24934.928                0       -1.7559083
              1.5             -4.8                0                0       -83522.297                0       -25992.926                0          11.6901
              1.6             -4.8                0                0       -81838.328                0       -27087.102                0        15.764181
              1.7             -4.8                0                0       -80015.156                0       -28237.688                0        11.749029
              1.8             -4.8                0                0       -78166.922                0       -29372.332                0        6.6526375
              1.9             -4.8                0                0       -76287.156                0       -30419.182                0      0.094456196
                2             -4.8                0                0       -74354.672                0         -31089.1                0       -7.7129526
              2.1             -4.8                0                0       -72403.695                0        -31725.33                0       -13.714944
              2.2             -4.8                0                0       -70434.219                0       -32327.883                0       -17.911539
              2.3             -4.8                0                0       -68324.461                0       -32813.199                0       -8.7940588
              2.4             -4.8                0                0       -66138.164                0       -33054.938                0       -2.7763102
              2.5             -4.8                0                0        -63882.82                0       -33059.453                0       -2.9074392
              2.6             -4.8                0                0       -61435.766                0       -33129.855                0       -1.2010312
              2.7             -4.8                0                0       -58985.812                0       -33159.695                0        0.2286064
              2.8             -4.8                0                0        -56532.98                0       -33148.969                0         1.381466
              2.9             -4.8                0                0       -54060.023                0       -32773.867                0        1.2087941
                3             -4.8                0                0       -51584.301                0       -32263.871                0       0.78518707
              3.1             -4.8                0                0       -49108.078                0       -31722.959                0       0.46989375
              3.2             -4.8                0                0       -46545.328                0        -31100.49                0      -0.32297596
              3.3             -4.8                0                0       -43988.746                0       -30283.871                0      -0.16674179
              3.4             -4.8                0                0       -41437.453                0       -29216.322                0        2.2002125
              3.5             -4.8                0                0       -38851.289                0       -28148.592                0        5.2176857
              3.6             -4.8                0                0        -36128.84                0       -27112.402                0        4.1474509
