           x [cm]           y [cm]           z [cm]       ExRe [V/m]       ExIm [V/m]       EyRe [V/m]       EyIm [V/m]       EzRe [V/m]       EzIm [V/m]
                3             -4.9                0        18213.635                0       -17846.637                0         33638024                0
              3.1             -4.9                0        14152.031                0       -8922.7969                0         33992804                0
              3.2             -4.9                0       -2630.1997                0       -3102.1978                0         34270172                0
              3.3             -4.9                0       -14270.707                0        428.64282                0         34455440                0
              3.4             -4.9                0       -4572.9844                0        7556.8682                0         34520784                0
              3.5             -4.9                0        1332.8481                0        19393.742                0         34480536                0
              3.6             -4.9                0        3457.6758                0        35818.695                0         34332660                0
              3.7             -4.9                0        3660.1328                0        20168.955                0         33748360                0
              3.8             -4.9                0       -5437.1328                0        14127.768                0         33012714                0
              3.9             -4.9                0       -6541.5249                0        7274.7349                0         32133092                0
                4             -4.9                0        346.97311                0       -390.11017                0         31109496                0
              4.1             -4.9                0        22283.799                0       -18607.209                0         29973322                0
              4.2             -4.9                0        24857.469                0       -24105.664                0         28720456                0
              4.3             -4.9                0        1067.8252                0       -10872.156                0         27342192                0
              4.4             -4.9                0       -35699.637                0        11560.783                0         25733710                0
              4.5             -4.9                0       -19342.924                0        8707.5449                0         23738296                0
              4.6             -4.9                0       -8308.6758                0        5671.0635                0         21670780                0
              4.7             -4.9                0       -2051.5308                0        2449.8667                0         19531308                0
              4.8             -4.9                0       -2089.9277                0        3779.5051                0         17303372                0
              4.9             -4.9                0       -8529.6289                0        9683.2666                0         14947839                0
                5             -4.9                0       -18962.281                0        12522.196                0         12474976                0
               -5             -4.8                0        14585.019                0        6314.3066                0         14908501                0
             -4.9             -4.8                0        3335.2302                0        5877.2163                0         17323840                0
             -4.8             -4.8                0       -4285.5112                0        2030.3516                0         19618168                0
             -4.7             -4.8                0       -6524.0112                0       -2424.1738                0         21792982                0
             -4.6             -4.8                0        4187.1626                0        6749.3208                0         23862912                0
             -4.5             -4.8                0        19675.441                0        15738.101                0         25860874                0
             -4.4             -4.8                0        19172.484                0        17537.887                0         27546848                0
             -4.3             -4.8                0       -3880.9214                0       -1548.3496                0         28933376                0
             -4.2             -4.8                0       -11013.142                0       -12576.232                0         30138786                0
             -4.1             -4.8                0       -1404.4677                0        -816.1394                0         31300574                0
               -4             -4.8                0        34567.355                0        29675.822                0         32336968                0
             -3.9             -4.8                0         49062.23                0        52045.082                0         33212312                0
             -3.8             -4.8                0        50059.371                0        70530.859                0         33939088                0
             -3.7             -4.8                0        27924.146                0        65714.039                0         34429148                0
             -3.6             -4.8                0       -6105.1191                0        25506.588                0         34533196                0
             -3.5             -4.8                0       -10170.104                0        19859.604                0         34551412                0
             -3.4             -4.8                0       -1900.4587                0        9868.1006                0         34416644                0
             -3.3             -4.8                0        11823.613                0        2929.3389                0         34166280                0
             -3.2             -4.8                0        3700.5122                0       -4903.5405                0         33797044                0
             -3.1             -4.8                0       -11977.311                0       -18230.215                0         33334974                0
               -3             -4.8                0       -19245.014                0       -12571.955                0         32563048                0
             -2.9             -4.8                0       -15323.806                0        -6130.376                0         31701186                0
             -2.8             -4.8                0       -7704.3164                0        6465.0078                0         30756224                0
             -2.7             -4.8                0       -15338.331                0        29977.025                0         29746012                0
             -2.6             -4.8                0       -16422.193                0        39806.617                0         28697984                0
             -2.5             -4.8                0       -10955.905                0        35953.738                0         27612138                0
             -2.4             -4.8                0        8510.1436                0        16162.045                0         26457074                0
             -2.3             -4.8                0        4674.0459                0       -11856.013                0         25293372                0
             -2.2             -4.8                0       -20222.771                0        -35679.27                0         24094286                0
             -2.1             -4.8                0       -30023.592                0       -28820.404                0         22707988                0
               -2             -4.8                0       -25780.338                0       -21233.629                0         21323922                0
             -1.9             -4.8                0       -7493.0234                0       -12918.922                0         19942082                0
             -1.8             -4.8                0         1884.875                0       -11273.176                0         18640790                0
             -1.7             -4.8                0        9516.9766                0       -16347.356                0         17395162                0
             -1.6             -4.8                0        19077.068                0       -27176.887                0         16192622                0
             -1.5             -4.8                0         21326.52                0       -32874.957                0         15031429                0
             -1.4             -4.8                0        11559.987                0       -30390.832                0         13910576                0
             -1.3             -4.8                0       -4822.8228                0       -37501.145                0         12883601                0
             -1.2             -4.8                0       -11045.841                0       -29667.689                0         11799684                0
             -1.1             -4.8                0       -10801.527                0       -18466.652                0         10765339                0
               -1             -4.8                0       -5714.9609                0       -7551.2471                0          9809780                0
             -0.9             -4.8                0       -4490.0283                0        4910.7856                0          8973355                0
             -0.8             -4.8                0       -10851.543                0        14770.493                0        8267762.5                0
             -0.7             -4.8                0       -12593.018                0        17418.615                0          7634119                0
             -0.6             -4.8                0       -9687.0342                0        12656.793                0        7071923.5                0
             -0.5             -4.8                0       -381.90308                0       -4751.0195                0          6564090                0
             -0.4             -4.8                0        -7050.269                0       -10667.216                0          6176240                0
             -0.3             -4.8                0       -10671.361                0        -9028.168                0        5859861.5                0
             -0.2             -4.8                0       -7339.4351                0       -3093.3069                0          5590799                0
             -0.1             -4.8                0        1402.9175                0        948.87451                0        5404581.5                0
                0             -4.8                0       -15555.691                0        3098.3809                0          5301205                0
              0.1             -4.8                0       -1402.9175                0        948.87451                0        5404581.5                0
              0.2             -4.8                0        7339.4351                0       -3093.3069                0          5590799                0
              0.3             -4.8                0        10671.361                0        -9028.168                0        5859861.5                0
              0.4             -4.8                0         7050.269                0       -10667.216                0          6176240                0
              0.5             -4.8                0        381.90308                0       -4751.0195                0          6564090                0
              0.6             -4.8                0        9687.0342                0        12656.793                0        7071923.5                0
              0.7             -4.8                0        12593.018                0        17418.615                0          7634119                0
              0.8             -4.8                0        10851.543                0        14770.493                0        8267762.5                0
              0.9             -4.8                0        4490.0283                0        4910.7856                0          8973355                0
                1             -4.8                0        5714.9609                0       -7551.2471                0          9809780                0
              1.1             -4.8                0        10801.527                0       -18466.652                0         10765339                0
              1.2             -4.8                0        11045.841                0       -29667.689                0         11799684                0
              1.3             -4.8                0        4822.8228                0       -37501.145                0         12883601                0
              1.4             -4.8                0       -11559.987                0       -30390.832                0         13910576                0
              1.5             -4.8                0        -21326.52                0       -32874.957                0         15031429                0
              1.6             -4.8                0       -19077.068                0       -27176.887                0         16192622                0
              1.7             -4.8                0       -9516.9766                0       -16347.356                0         17395162                0
              1.8             -4.8                0        -1884.875                0       -11273.176                0         18640790                0
              1.9             -4.8                0        7493.0234                0       -12918.922                0         19942082                0
                2             -4.8                0        25780.338                0       -21233.629                0         21323922                0
              2.1             -4.8                0        30023.592                0       -28820.404                0         22707988                0
              2.2             -4.8                0        20222.771                0        -35679.27                0         24094286                0
              2.3             -4.8                0       -4674.0459                0       -11856.013                0         25293372                0
              2.4             -4.8                0       -8510.1436                0        16162.045                0         26457074                0
              2.5             -4.8                0        10955.905                0        35953.738                0         27612138                0
              2.6             -4.8                0        16422.193                0        39806.617                0         28697984                0
              2.7             -4.8                0        15338.331                0        29977.025                0         29746012                0
              2.8             -4.8                0        7704.3164                0        6465.0078                0         30756224                0
              2.9             -4.8                0        15323.806                0        -6130.376                0         31701186                0
                3             -4.8                0        19245.014                0       -12571.955                0         32563048                0
              3.1             -4.8                0        11977.311                0       -18230.215                0         33334974                0
              3.2             -4.8                0       -3700.5122                0       -4903.5405                0         33797044                0
              3.3             -4.8                0       -11823.613                0        2929.3389                0         34166280                0
              3.4             -4.8                0        1900.4587                0        9868.1006                0         34416644                0
              3.5             -4.8                0        10170.104                0        19859.604                0         34551412                0
              3.6             -4.8                0        6105.1191                0        25506.588                0         34533196                0
